method,query,k,ndcg,precision,recall,f1,overlap
Istari BM25 + Filter,robotics companies,500,0.1427,0.022,0.0748,0.034,38
Istari BM25 + Filter,robotics companies,1000,0.1417,0.022,0.1497,0.0384,69
Istari BM25 + Filter,3D printing companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,3D printing companies,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,3D printing companies,100,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,3D printing companies,500,0.0108,0.012,0.006,0.008,4
Istari BM25 + Filter,3D printing companies,1000,0.0113,0.012,0.012,0.012,6
Istari BM25 + Filter,packaging companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,packaging companies,50,0.0144,0.02,0.001,0.0019,0
Istari BM25 + Filter,packaging companies,100,0.0089,0.01,0.001,0.0018,0
Istari BM25 + Filter,packaging companies,500,0.0217,0.024,0.012,0.016,4
Istari BM25 + Filter,packaging companies,1000,0.0226,0.024,0.024,0.024,12
Istari BM25 + Filter,food processing companies,10,0.1471,0.2,0.002,0.004,0
Istari BM25 + Filter,food processing companies,50,0.1163,0.12,0.006,0.0114,1
Istari BM25 + Filter,food processing companies,100,0.0949,0.09,0.009,0.0164,3
Istari BM25 + Filter,food processing companies,500,0.0905,0.088,0.044,0.0587,29
Istari BM25 + Filter,food processing companies,1000,0.0904,0.088,0.088,0.088,44
Istari BM25 + Filter,beverage companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,beverage companies,50,0.059,0.02,0.0034,0.0058,0
Istari BM25 + Filter,beverage companies,100,0.0729,0.02,0.0068,0.0101,1
Istari BM25 + Filter,beverage companies,500,0.0579,0.024,0.0407,0.0302,20
Istari BM25 + Filter,beverage companies,1000,0.0587,0.024,0.0814,0.0371,29
Istari BM25 + Filter,mining companies,10,0.0658,0.0,0.0,0.0,0
Istari BM25 + Filter,mining companies,50,0.0857,0.0,0.0,0.0,0
Istari BM25 + Filter,mining companies,100,0.0895,0.02,0.0256,0.0225,2
Istari BM25 + Filter,mining companies,500,0.0731,0.01,0.0641,0.0173,21
Istari BM25 + Filter,mining companies,1000,0.0733,0.01,0.1282,0.0186,36
Istari BM25 + Filter,oil and gas companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,oil and gas companies,50,0.1106,0.08,0.006,0.0111,1
Istari BM25 + Filter,oil and gas companies,100,0.0686,0.04,0.006,0.0104,2
Istari BM25 + Filter,oil and gas companies,500,0.0761,0.05,0.0374,0.0428,20
Istari BM25 + Filter,oil and gas companies,1000,0.0766,0.05,0.0749,0.06,38
Istari BM25 + Filter,energy storage companies,10,0.2228,0.1,0.0019,0.0036,0
Istari BM25 + Filter,energy storage companies,50,0.2226,0.16,0.0149,0.0272,4
Istari BM25 + Filter,energy storage companies,100,0.1907,0.15,0.0279,0.047,8
Istari BM25 + Filter,energy storage companies,500,0.1065,0.058,0.0539,0.0559,29
Istari BM25 + Filter,energy storage companies,1000,0.1026,0.058,0.1078,0.0754,47
Istari BM25 + Filter,waste management companies,10,0.0911,0.1,0.001,0.002,0
Istari BM25 + Filter,waste management companies,50,0.0324,0.02,0.001,0.0019,0
Istari BM25 + Filter,waste management companies,100,0.0496,0.05,0.005,0.0091,0
Istari BM25 + Filter,waste management companies,500,0.0376,0.036,0.018,0.024,9
Istari BM25 + Filter,waste management companies,1000,0.0371,0.036,0.036,0.036,18
Istari BM25 + Filter,water treatment companies,10,0.2099,0.2,0.002,0.004,0
Istari BM25 + Filter,water treatment companies,50,0.1517,0.14,0.007,0.0133,3
Istari BM25 + Filter,water treatment companies,100,0.1172,0.1,0.01,0.0182,4
Istari BM25 + Filter,water treatment companies,500,0.0588,0.048,0.024,0.032,12
Istari BM25 + Filter,water treatment companies,1000,0.0546,0.048,0.048,0.048,24
Istari BM25 + Filter,aerospace companies,10,0.4135,0.0,0.0,0.0,0
Istari BM25 + Filter,aerospace companies,50,0.3437,0.02,0.0043,0.0071,0
Istari BM25 + Filter,aerospace companies,100,0.2668,0.02,0.0086,0.012,0
Istari BM25 + Filter,aerospace companies,500,0.1825,0.034,0.073,0.0464,38
Istari BM25 + Filter,aerospace companies,1000,0.1759,0.034,0.1459,0.0552,82
Istari BM25 + Filter,defense contractors,10,0.0757,0.0,0.0,0.0,0
Istari BM25 + Filter,defense contractors,50,0.0273,0.0,0.0,0.0,0
Istari BM25 + Filter,defense contractors,100,0.0457,0.0,0.0,0.0,0
Istari BM25 + Filter,defense contractors,500,0.0469,0.002,0.0312,0.0038,13
Istari BM25 + Filter,defense contractors,1000,0.0478,0.002,0.0625,0.0039,24
Istari BM25 + Filter,transportation companies,10,0.2118,0.1,0.0012,0.0024,0
Istari BM25 + Filter,transportation companies,50,0.0753,0.02,0.0012,0.0023,0
Istari BM25 + Filter,transportation companies,100,0.0612,0.03,0.0036,0.0065,0
Istari BM25 + Filter,transportation companies,500,0.0237,0.01,0.0061,0.0075,4
Istari BM25 + Filter,transportation companies,1000,0.0189,0.01,0.0121,0.011,6
Istari BM25 + Filter,shipping companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,shipping companies,50,0.0311,0.04,0.002,0.0038,0
Istari BM25 + Filter,shipping companies,100,0.0193,0.02,0.002,0.0036,0
Istari BM25 + Filter,shipping companies,500,0.0408,0.044,0.022,0.0293,15
Istari BM25 + Filter,shipping companies,1000,0.0422,0.044,0.044,0.044,22
Istari BM25 + Filter,trucking companies,10,0.2132,0.1,0.001,0.002,0
Istari BM25 + Filter,trucking companies,50,0.09,0.04,0.002,0.0038,0
Istari BM25 + Filter,trucking companies,100,0.0557,0.02,0.002,0.0036,0
Istari BM25 + Filter,trucking companies,500,0.0319,0.02,0.01,0.0133,4
Istari BM25 + Filter,trucking companies,1000,0.0271,0.02,0.02,0.02,10
Istari BM25 + Filter,freight forwarding companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,freight forwarding companies,50,0.0156,0.02,0.001,0.0019,0
Istari BM25 + Filter,freight forwarding companies,100,0.0168,0.02,0.002,0.0036,0
Istari BM25 + Filter,freight forwarding companies,500,0.0338,0.038,0.019,0.0253,7
Istari BM25 + Filter,freight forwarding companies,1000,0.0354,0.038,0.038,0.038,19
Istari BM25 + Filter,warehousing companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,warehousing companies,50,0.0292,0.02,0.0017,0.0031,0
Istari BM25 + Filter,warehousing companies,100,0.0628,0.04,0.0068,0.0116,2
Istari BM25 + Filter,warehousing companies,500,0.0542,0.038,0.0322,0.0349,16
Istari BM25 + Filter,warehousing companies,1000,0.0554,0.038,0.0644,0.0478,28
Istari BM25 + Filter,cold storage companies,10,0.5669,0.5,0.005,0.0099,0
Istari BM25 + Filter,cold storage companies,50,0.4205,0.38,0.019,0.0362,0
Istari BM25 + Filter,cold storage companies,100,0.3632,0.33,0.033,0.06,2
Istari BM25 + Filter,cold storage companies,500,0.316,0.3,0.15,0.2,81
Istari BM25 + Filter,cold storage companies,1000,0.3118,0.3,0.3,0.3,150
Istari BM25 + Filter,retail technology companies,10,0.0889,0.1,0.0021,0.004,0
Istari BM25 + Filter,retail technology companies,50,0.1366,0.12,0.0124,0.0224,0
Istari BM25 + Filter,retail technology companies,100,0.1217,0.1,0.0206,0.0342,0
Istari BM25 + Filter,retail technology companies,500,0.0806,0.036,0.0371,0.0365,19
Istari BM25 + Filter,retail technology companies,1000,0.0794,0.036,0.0742,0.0485,38
Istari BM25 + Filter,point of sale systems providers,10,0.315,0.4,0.004,0.0079,0
Istari BM25 + Filter,point of sale systems providers,50,0.2784,0.3,0.015,0.0286,0
Istari BM25 + Filter,point of sale systems providers,100,0.2372,0.24,0.024,0.0436,2
Istari BM25 + Filter,point of sale systems providers,500,0.249,0.248,0.124,0.1653,74
Istari BM25 + Filter,point of sale systems providers,1000,0.2508,0.248,0.248,0.248,124
Istari BM25 + Filter,inventory management software,10,0.2021,0.1,0.001,0.002,0
Istari BM25 + Filter,inventory management software,50,0.1205,0.08,0.004,0.0076,1
Istari BM25 + Filter,inventory management software,100,0.1406,0.13,0.013,0.0236,3
Istari BM25 + Filter,inventory management software,500,0.1172,0.11,0.055,0.0733,38
Istari BM25 + Filter,inventory management software,1000,0.1157,0.11,0.11,0.11,55
Istari BM25 + Filter,customer relationship management (CRM) software,10,0.0653,0.1,0.0012,0.0023,0
Istari BM25 + Filter,customer relationship management (CRM) software,50,0.1224,0.16,0.0095,0.0179,2
Istari BM25 + Filter,customer relationship management (CRM) software,100,0.1582,0.19,0.0225,0.0403,3
Istari BM25 + Filter,customer relationship management (CRM) software,500,0.2101,0.204,0.121,0.1519,75
Istari BM25 + Filter,customer relationship management (CRM) software,1000,0.2188,0.204,0.242,0.2214,113
Istari BM25 + Filter,enterprise resource planning (ERP) systems,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,enterprise resource planning (ERP) systems,50,0.0494,0.06,0.003,0.0057,0
Istari BM25 + Filter,enterprise resource planning (ERP) systems,100,0.0676,0.08,0.008,0.0145,2
Istari BM25 + Filter,enterprise resource planning (ERP) systems,500,0.0614,0.062,0.031,0.0413,18
Istari BM25 + Filter,enterprise resource planning (ERP) systems,1000,0.0622,0.062,0.062,0.062,31
Istari BM25 + Filter,business intelligence (BI) companies,10,0.0643,0.1,0.0012,0.0025,0
Istari BM25 + Filter,business intelligence (BI) companies,50,0.1669,0.18,0.0112,0.0211,3
Istari BM25 + Filter,business intelligence (BI) companies,100,0.1705,0.18,0.0224,0.0398,5
Istari BM25 + Filter,business intelligence (BI) companies,500,0.0974,0.082,0.051,0.0629,32
Istari BM25 + Filter,business intelligence (BI) companies,1000,0.0967,0.082,0.102,0.0909,46
Istari BM25 + Filter,IT consulting firms,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,IT consulting firms,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,IT consulting firms,100,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,IT consulting firms,500,0.0016,0.002,0.001,0.0013,1
Istari BM25 + Filter,IT consulting firms,1000,0.0018,0.002,0.002,0.002,1
Istari BM25 + Filter,cybersecurity solutions providers,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,cybersecurity solutions providers,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,cybersecurity solutions providers,100,0.0157,0.02,0.002,0.0036,0
Istari BM25 + Filter,cybersecurity solutions providers,500,0.0219,0.024,0.012,0.016,5
Istari BM25 + Filter,cybersecurity solutions providers,1000,0.0229,0.024,0.024,0.024,12
Istari BM25 + Filter,cloud security providers,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,cloud security providers,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,cloud security providers,100,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,cloud security providers,500,0.0085,0.004,0.0122,0.006,4
Istari BM25 + Filter,cloud security providers,1000,0.0091,0.004,0.0244,0.0069,5
Istari BM25 + Filter,managed service providers (MSPs),10,0.0592,0.1,0.0038,0.0074,0
Istari BM25 + Filter,managed service providers (MSPs),50,0.1271,0.1,0.0192,0.0323,2
Istari BM25 + Filter,managed service providers (MSPs),100,0.2182,0.13,0.05,0.0722,3
Istari BM25 + Filter,managed service providers (MSPs),500,0.2219,0.1,0.1923,0.1316,73
Istari BM25 + Filter,managed service providers (MSPs),1000,0.2283,0.1,0.3846,0.1587,115
Istari BM25 + Filter,remote monitoring and management (RMM) software,10,0.7738,0.5,0.082,0.1408,2
Istari BM25 + Filter,remote monitoring and management (RMM) software,50,0.5902,0.26,0.2131,0.2342,13
Istari BM25 + Filter,remote monitoring and management (RMM) software,100,0.499,0.23,0.377,0.2857,29
Istari BM25 + Filter,remote monitoring and management (RMM) software,500,0.2477,0.074,0.6066,0.1319,81
Istari BM25 + Filter,remote monitoring and management (RMM) software,1000,0.2317,0.074,1.2131,0.1395,97
Istari BM25 + Filter,data center providers,10,0.0628,0.1,0.0025,0.0048,0
Istari BM25 + Filter,data center providers,50,0.1391,0.12,0.0149,0.0265,0
Istari BM25 + Filter,data center providers,100,0.1391,0.1,0.0248,0.0398,0
Istari BM25 + Filter,data center providers,500,0.1083,0.05,0.062,0.0554,31
Istari BM25 + Filter,data center providers,1000,0.1092,0.05,0.1241,0.0713,54
Istari BM25 + Filter,web hosting companies,10,0.5207,0.7,0.007,0.0139,0
Istari BM25 + Filter,web hosting companies,50,0.4349,0.44,0.022,0.0419,0
Istari BM25 + Filter,web hosting companies,100,0.2915,0.25,0.025,0.0455,0
Istari BM25 + Filter,web hosting companies,500,0.1757,0.144,0.072,0.096,23
Istari BM25 + Filter,web hosting companies,1000,0.1637,0.144,0.144,0.144,72
Istari BM25 + Filter,domain name registrars,10,0.485,0.1,0.0118,0.0211,0
Istari BM25 + Filter,domain name registrars,50,0.5127,0.02,0.0118,0.0148,0
Istari BM25 + Filter,domain name registrars,100,0.4157,0.01,0.0118,0.0108,5
Istari BM25 + Filter,domain name registrars,500,0.1891,0.006,0.0353,0.0103,53
Istari BM25 + Filter,domain name registrars,1000,0.1759,0.006,0.0706,0.0111,76
Istari BM25 + Filter,content management systems (CMS),10,0.2906,0.4,0.004,0.0079,0
Istari BM25 + Filter,content management systems (CMS),50,0.1961,0.2,0.01,0.019,2
Istari BM25 + Filter,content management systems (CMS),100,0.1802,0.18,0.018,0.0327,6
Istari BM25 + Filter,content management systems (CMS),500,0.1271,0.116,0.058,0.0773,43
Istari BM25 + Filter,content management systems (CMS),1000,0.1245,0.116,0.116,0.116,58
Istari BM25 + Filter,e-learning platforms,10,0.5165,0.5,0.005,0.0099,0
Istari BM25 + Filter,e-learning platforms,50,0.3034,0.26,0.013,0.0248,2
Istari BM25 + Filter,e-learning platforms,100,0.2559,0.22,0.022,0.04,4
Istari BM25 + Filter,e-learning platforms,500,0.1791,0.16,0.08,0.1067,45
Istari BM25 + Filter,e-learning platforms,1000,0.1726,0.16,0.16,0.16,80
Istari BM25 + Filter,online marketing agencies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,online marketing agencies,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,online marketing agencies,100,0.007,0.01,0.001,0.0018,0
Istari BM25 + Filter,online marketing agencies,500,0.0073,0.008,0.004,0.0053,4
Istari BM25 + Filter,online marketing agencies,1000,0.0077,0.008,0.008,0.008,4
Istari BM25 + Filter,lead generation companies,10,0.1026,0.1,0.0017,0.0033,0
Istari BM25 + Filter,lead generation companies,50,0.1848,0.12,0.0102,0.0187,3
Istari BM25 + Filter,lead generation companies,100,0.2464,0.15,0.0254,0.0435,7
Istari BM25 + Filter,lead generation companies,500,0.1889,0.11,0.0932,0.1009,46
Istari BM25 + Filter,lead generation companies,1000,0.1906,0.11,0.1864,0.1384,94
Istari BM25 + Filter,market research firms,10,0.1331,0.1,0.001,0.002,0
Istari BM25 + Filter,market research firms,50,0.1892,0.2,0.01,0.019,0
Istari BM25 + Filter,market research firms,100,0.1684,0.17,0.017,0.0309,0
Istari BM25 + Filter,market research firms,500,0.1429,0.142,0.071,0.0947,36
Istari BM25 + Filter,market research firms,1000,0.1429,0.142,0.142,0.142,71
Istari BM25 + Filter,public relations agencies,10,0.2333,0.2,0.002,0.004,0
Istari BM25 + Filter,public relations agencies,50,0.159,0.14,0.007,0.0133,0
Istari BM25 + Filter,public relations agencies,100,0.1291,0.11,0.011,0.02,0
Istari BM25 + Filter,public relations agencies,500,0.0959,0.088,0.044,0.0587,20
Istari BM25 + Filter,public relations agencies,1000,0.093,0.088,0.088,0.088,44
Istari BM25 + Filter,graphic design studios,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,graphic design studios,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,graphic design studios,100,0.0075,0.01,0.001,0.0018,0
Istari BM25 + Filter,graphic design studios,500,0.0072,0.008,0.004,0.0053,2
Istari BM25 + Filter,graphic design studios,1000,0.0075,0.008,0.008,0.008,4
Istari BM25 + Filter,video production companies,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,video production companies,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,video production companies,100,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,video production companies,500,0.0099,0.012,0.006,0.008,2
Istari BM25 + Filter,video production companies,1000,0.0107,0.012,0.012,0.012,6
Istari BM25 + Filter,translation services,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,translation services,50,0.0359,0.04,0.002,0.0038,0
Istari BM25 + Filter,translation services,100,0.0595,0.07,0.007,0.0127,0
Istari BM25 + Filter,translation services,500,0.0439,0.044,0.022,0.0293,9
Istari BM25 + Filter,translation services,1000,0.0442,0.044,0.044,0.044,22
Istari BM25 + Filter,legal technology companies,10,0.2079,0.1,0.001,0.002,0
Istari BM25 + Filter,legal technology companies,50,0.0741,0.02,0.001,0.0019,0
Istari BM25 + Filter,legal technology companies,100,0.046,0.01,0.001,0.0018,0
Istari BM25 + Filter,legal technology companies,500,0.0188,0.008,0.004,0.0053,1
Istari BM25 + Filter,legal technology companies,1000,0.0143,0.008,0.008,0.008,4
Istari BM25 + Filter,accounting software providers,10,0.0797,0.1,0.0013,0.0025,0
Istari BM25 + Filter,accounting software providers,50,0.0429,0.04,0.0026,0.0048,0
Istari BM25 + Filter,accounting software providers,100,0.041,0.04,0.0051,0.0091,0
Istari BM25 + Filter,accounting software providers,500,0.0483,0.038,0.0244,0.0297,13
Istari BM25 + Filter,accounting software providers,1000,0.0491,0.038,0.0487,0.0427,25
Istari BM25 + Filter,tax preparation services,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,tax preparation services,50,0.0201,0.02,0.001,0.0019,0
Istari BM25 + Filter,tax preparation services,100,0.0278,0.03,0.003,0.0055,0
Istari BM25 + Filter,tax preparation services,500,0.0358,0.038,0.019,0.0253,7
Istari BM25 + Filter,tax preparation services,1000,0.0367,0.038,0.038,0.038,19
Istari BM25 + Filter,payroll processing companies,10,0.1324,0.2,0.002,0.004,0
Istari BM25 + Filter,payroll processing companies,50,0.2703,0.32,0.016,0.0305,2
Istari BM25 + Filter,payroll processing companies,100,0.2355,0.25,0.025,0.0455,3
Istari BM25 + Filter,payroll processing companies,500,0.2649,0.274,0.137,0.1827,84
Istari BM25 + Filter,payroll processing companies,1000,0.2706,0.274,0.274,0.274,137
Istari BM25 + Filter,financial planning services,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,financial planning services,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,financial planning services,100,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,financial planning services,500,0.0016,0.002,0.001,0.0013,1
Istari BM25 + Filter,financial planning services,1000,0.0018,0.002,0.002,0.002,1
Istari BM25 + Filter,investment management firms,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,investment management firms,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,investment management firms,100,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,investment management firms,500,0.0035,0.004,0.002,0.0027,1
Istari BM25 + Filter,investment management firms,1000,0.0037,0.004,0.004,0.004,2
Istari BM25 + Filter,wealth management firms,10,0.0671,0.1,0.001,0.002,0
Istari BM25 + Filter,wealth management firms,50,0.0569,0.06,0.003,0.0057,0
Istari BM25 + Filter,wealth management firms,100,0.0577,0.06,0.006,0.0109,1
Istari BM25 + Filter,wealth management firms,500,0.0366,0.034,0.017,0.0227,11
Istari BM25 + Filter,wealth management firms,1000,0.0358,0.034,0.034,0.034,17
Istari BM25 + Filter,commercial real estate brokers,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,commercial real estate brokers,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,commercial real estate brokers,100,0.0071,0.01,0.001,0.0018,0
Istari BM25 + Filter,commercial real estate brokers,500,0.014,0.016,0.008,0.0107,4
Istari BM25 + Filter,commercial real estate brokers,1000,0.0148,0.016,0.016,0.016,8
Istari BM25 + Filter,residential real estate brokers,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,residential real estate brokers,50,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,residential real estate brokers,100,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,residential real estate brokers,500,0.007,0.008,0.004,0.0053,3
Istari BM25 + Filter,residential real estate brokers,1000,0.0074,0.008,0.008,0.008,4
Istari BM25 + Filter,construction equipment manufacturers,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,construction equipment manufacturers,50,0.0206,0.02,0.001,0.0019,0
Istari BM25 + Filter,construction equipment manufacturers,100,0.0208,0.02,0.002,0.0036,1
Istari BM25 + Filter,construction equipment manufacturers,500,0.0128,0.012,0.006,0.008,4
Istari BM25 + Filter,construction equipment manufacturers,1000,0.0125,0.012,0.012,0.012,6
Istari BM25 + Filter,building materials suppliers,10,0.0,0.0,0.0,0.0,0
Istari BM25 + Filter,building materials suppliers,50,0.0358,0.04,0.002,0.0038,0
Istari BM25 + Filter,building materials suppliers,100,0.0301,0.03,0.003,0.0055,0
Istari BM25 + Filter,building materials suppliers,500,0.0198,0.018,0.009,0.012,5
Istari BM25 + Filter,building materials suppliers,1000,0.0192,0.018,0.018,0.018,9
Istari BM25 + Filter,renewable energy project developers,10,0.1047,0.1,0.001,0.002,0
Istari BM25 + Filter,renewable energy project developers,50,0.2116,0.24,0.012,0.0229,1
Istari BM25 + Filter,renewable energy project developers,100,0.1767,0.18,0.018,0.0327,1
Istari BM25 + Filter,renewable energy project developers,500,0.1243,0.118,0.059,0.0787,29
Istari BM25 + Filter,renewable energy project developers,1000,0.1227,0.118,0.118,0.118,59
Istari BM25 + Filter,sustainable agriculture companies,10,0.2663,0.0,0.0,0.0,0
Istari BM25 + Filter,sustainable agriculture companies,50,0.1555,0.02,0.0161,0.0179,1
Istari BM25 + Filter,sustainable agriculture companies,100,0.104,0.01,0.0161,0.0123,1
Istari BM25 + Filter,sustainable agriculture companies,500,0.0622,0.006,0.0484,0.0107,12
Istari BM25 + Filter,sustainable agriculture companies,1000,0.0567,0.006,0.0968,0.0113,24
Istari BM25 + Filter,vertical farming companies,10,0.5139,0.1,0.01,0.0182,0
Istari BM25 + Filter,vertical farming companies,50,0.5324,0.14,0.07,0.0933,4
Istari BM25 + Filter,vertical farming companies,100,0.5191,0.15,0.15,0.15,15
Istari BM25 + Filter,vertical farming companies,500,0.3828,0.112,0.56,0.1867,139
Istari BM25 + Filter,vertical farming companies,1000,0.3799,0.112,1.12,0.2036,180
Istari BM25 + Filter,precision agriculture technology providers,10,0.3204,0.2,0.004,0.0079,0
Istari BM25 + Filter,precision agriculture technology providers,50,0.2956,0.26,0.0263,0.0478,3
Istari BM25 + Filter,precision agriculture technology providers,100,0.2801,0.22,0.0445,0.0741,6
Istari BM25 + Filter,precision agriculture technology providers,500,0.226,0.154,0.1559,0.1549,78
Istari BM25 + Filter,precision agriculture technology providers,1000,0.2271,0.154,0.3117,0.2062,110
Istari BM25 + Filter,alternative protein manufacturers,10,0.2003,0.1,0.0244,0.0392,0
Istari BM25 + Filter,alternative protein manufacturers,50,0.2139,0.04,0.0488,0.044,3
Istari BM25 + Filter,alternative protein manufacturers,100,0.1847,0.02,0.0488,0.0284,4
Istari BM25 + Filter,alternative protein manufacturers,500,0.1573,0.018,0.2195,0.0333,56
Istari BM25 + Filter,alternative protein manufacturers,1000,0.1563,0.018,0.439,0.0346,75
Our MiniLM,software companies,10,0.966,0.2,0.0909,0.125,2
Our MiniLM,software companies,50,0.8591,0.08,0.1818,0.1111,6
Our MiniLM,software companies,100,0.8148,0.04,0.1818,0.0656,10
Our MiniLM,software companies,500,0.6185,0.026,0.5909,0.0498,164
Our MiniLM,software companies,1000,0.4993,0.017,0.7727,0.0333,458
Our MiniLM,healthcare providers,10,0.9522,0.0,0.0,0.0,0
Our MiniLM,healthcare providers,50,0.9145,0.12,0.1538,0.1348,7
Our MiniLM,healthcare providers,100,0.9114,0.09,0.2308,0.1295,23
Our MiniLM,healthcare providers,500,0.8561,0.046,0.5897,0.0853,229
Our MiniLM,healthcare providers,1000,0.7694,0.036,0.9231,0.0693,746
Our MiniLM,AI startups in Berlin,10,0.8279,0.5,0.122,0.1961,3
Our MiniLM,AI startups in Berlin,50,0.8498,0.16,0.1951,0.1758,9
Our MiniLM,AI startups in Berlin,100,0.8224,0.12,0.2927,0.1702,25
Our MiniLM,AI startups in Berlin,500,0.6119,0.052,0.6341,0.0961,180
Our MiniLM,AI startups in Berlin,1000,0.5186,0.031,0.7561,0.0596,481
Our MiniLM,renewable energy companies in Germany,10,0.8821,0.8,0.0116,0.023,0
Our MiniLM,renewable energy companies in Germany,50,0.8434,0.78,0.0568,0.1058,8
Our MiniLM,renewable energy companies in Germany,100,0.8727,0.81,0.1179,0.2058,31
Our MiniLM,renewable energy companies in Germany,500,0.8508,0.686,0.4993,0.5779,283
Our MiniLM,renewable energy companies in Germany,1000,0.7779,0.561,0.8166,0.6651,759
Our MiniLM,companies providing cloud migration services,10,0.9505,0.9,0.0282,0.0547,0
Our MiniLM,companies providing cloud migration services,50,0.9431,0.66,0.1034,0.1789,7
Our MiniLM,companies providing cloud migration services,100,0.947,0.54,0.1693,0.2578,23
Our MiniLM,companies providing cloud migration services,500,0.8135,0.344,0.5392,0.42,249
Our MiniLM,companies providing cloud migration services,1000,0.6026,0.226,0.7085,0.3427,548
Our MiniLM,B2B SaaS platforms,10,0.9598,0.7,0.0237,0.0459,2
Our MiniLM,B2B SaaS platforms,50,0.9489,0.68,0.1153,0.1971,6
Our MiniLM,B2B SaaS platforms,100,0.945,0.57,0.1932,0.2886,20
Our MiniLM,B2B SaaS platforms,500,0.9217,0.374,0.6339,0.4704,283
Our MiniLM,B2B SaaS platforms,1000,0.7715,0.256,0.8678,0.3954,738
Our MiniLM,machine learning companies,10,0.9794,0.2,0.4,0.2667,4
Our MiniLM,machine learning companies,50,0.9641,0.06,0.6,0.1091,15
Our MiniLM,machine learning companies,100,0.9557,0.03,0.6,0.0571,34
Our MiniLM,machine learning companies,500,0.9109,0.01,1.0,0.0198,307
Our MiniLM,machine learning companies,1000,0.7461,0.005,1.0,0.01,706
Our MiniLM,IoT solution providers,10,0.9575,1.0,0.01,0.0198,0
Our MiniLM,IoT solution providers,50,0.9694,1.0,0.05,0.0952,7
Our MiniLM,IoT solution providers,100,0.9663,0.99,0.099,0.18,19
Our MiniLM,IoT solution providers,500,0.9469,0.95,0.475,0.6333,257
Our MiniLM,IoT solution providers,1000,0.834,0.809,0.809,0.809,809
Our MiniLM,enterprise software vendors,10,0.754,0.9,0.009,0.0178,0
Our MiniLM,enterprise software vendors,50,0.7719,0.84,0.042,0.08,10
Our MiniLM,enterprise software vendors,100,0.8143,0.86,0.086,0.1564,41
Our MiniLM,enterprise software vendors,500,0.6513,0.63,0.315,0.42,197
Our MiniLM,enterprise software vendors,1000,0.5344,0.499,0.499,0.499,499
Our MiniLM,small consulting firms,10,0.9526,0.1,0.0238,0.0385,0
Our MiniLM,small consulting firms,50,0.9388,0.08,0.0952,0.087,6
Our MiniLM,small consulting firms,100,0.9334,0.06,0.1429,0.0845,14
Our MiniLM,small consulting firms,500,0.7951,0.034,0.4048,0.0627,201
Our MiniLM,small consulting firms,1000,0.6605,0.03,0.7143,0.0576,623
Our MiniLM,tech companies in Munich,10,0.7096,0.0,0.0,0.0,0
Our MiniLM,tech companies in Munich,50,0.8027,0.12,0.15,0.1333,7
Our MiniLM,tech companies in Munich,100,0.8655,0.1,0.25,0.1429,18
Our MiniLM,tech companies in Munich,500,0.8178,0.05,0.625,0.0926,239
Our MiniLM,tech companies in Munich,1000,0.7002,0.032,0.8,0.0615,674
