method,query,k,ndcg,precision,recall,f1,overlap
MiniLM Reranked,digital transformation consultants,44,0.8444,0.8409,0.037,0.0709,6
MiniLM Reranked,cloud computing providers,10,0.441,0.6,0.006,0.0119,0
MiniLM Reranked,cloud computing providers,30,0.5766,0.6667,0.02,0.0388,4
MiniLM Reranked,cloud computing providers,44,0.512,0.5455,0.024,0.046,8
MiniLM Reranked,mobile app development companies,10,0.5416,0.7,0.007,0.0139,0
MiniLM Reranked,mobile app development companies,30,0.7331,0.8667,0.026,0.0505,1
MiniLM Reranked,mobile app development companies,44,0.7743,0.8864,0.039,0.0747,6
MiniLM Reranked,web design agencies,10,0.897,0.9,0.009,0.0178,0
MiniLM Reranked,web design agencies,30,0.8897,0.9,0.027,0.0524,5
MiniLM Reranked,web design agencies,44,0.8333,0.8182,0.036,0.069,6
MiniLM Reranked,SEO companies,10,0.6911,0.8,0.008,0.0158,0
MiniLM Reranked,SEO companies,30,0.7236,0.7667,0.023,0.0447,5
MiniLM Reranked,SEO companies,44,0.6879,0.7045,0.031,0.0594,6
MiniLM Reranked,social media marketing agencies,10,0.9486,1.0,0.01,0.0198,0
MiniLM Reranked,social media marketing agencies,30,0.869,0.8667,0.026,0.0505,1
MiniLM Reranked,social media marketing agencies,44,0.8469,0.8409,0.037,0.0709,3
MiniLM Reranked,venture capital firms,10,0.887,0.9,0.009,0.0178,1
MiniLM Reranked,venture capital firms,30,0.8764,0.9,0.027,0.0524,3
MiniLM Reranked,venture capital firms,44,0.8999,0.9318,0.041,0.0785,7
MiniLM Reranked,private equity firms,10,0.9642,1.0,0.01,0.0198,0
MiniLM Reranked,private equity firms,30,0.9441,0.9667,0.029,0.0563,2
MiniLM Reranked,private equity firms,44,0.9537,0.9773,0.043,0.0824,6
MiniLM Reranked,investment banks,10,0.969,0.9,0.0236,0.0459,0
MiniLM Reranked,investment banks,30,0.9719,0.9,0.0707,0.1311,0
MiniLM Reranked,investment banks,44,0.9738,0.8409,0.0969,0.1737,1
MiniLM Reranked,insurance companies,10,0.4447,0.4,0.004,0.0079,0
MiniLM Reranked,insurance companies,30,0.3371,0.3,0.009,0.0175,1
MiniLM Reranked,insurance companies,44,0.2939,0.25,0.011,0.0211,2
MiniLM Reranked,real estate developers,10,0.6976,0.7,0.007,0.0139,1
MiniLM Reranked,real estate developers,30,0.7715,0.8,0.024,0.0466,3
MiniLM Reranked,real estate developers,44,0.7888,0.8182,0.036,0.069,9
MiniLM Reranked,property management companies,10,0.8571,0.9,0.009,0.0178,0
MiniLM Reranked,property management companies,30,0.7666,0.7667,0.023,0.0447,5
MiniLM Reranked,property management companies,44,0.7846,0.7955,0.035,0.067,10
MiniLM Reranked,hospital management companies,10,0.9609,0.3,0.1304,0.1818,0
MiniLM Reranked,hospital management companies,30,0.9442,0.1667,0.2174,0.1887,8
MiniLM Reranked,hospital management companies,44,0.9365,0.1818,0.3478,0.2388,15
MiniLM Reranked,medical device manufacturers,10,0.9121,0.9,0.009,0.0178,2
MiniLM Reranked,medical device manufacturers,30,0.9481,0.9667,0.029,0.0563,6
MiniLM Reranked,medical device manufacturers,44,0.9559,0.9773,0.043,0.0824,14
MiniLM Reranked,telecommunications companies,10,0.7503,0.9,0.015,0.0294,0
MiniLM Reranked,telecommunications companies,30,0.7422,0.5667,0.0282,0.0538,1
MiniLM Reranked,telecommunications companies,44,0.7488,0.5682,0.0415,0.0774,4
MiniLM Reranked,internet service providers,10,0.8871,0.9,0.009,0.0178,1
MiniLM Reranked,internet service providers,30,0.9087,0.9333,0.028,0.0544,3
MiniLM Reranked,internet service providers,44,0.8469,0.8409,0.037,0.0709,6
MiniLM Reranked,manufacturing automation companies,10,0.7064,0.7,0.007,0.0139,0
MiniLM Reranked,manufacturing automation companies,30,0.74,0.7667,0.023,0.0447,3
MiniLM Reranked,manufacturing automation companies,44,0.7645,0.7955,0.035,0.067,7
MiniLM Reranked,robotics companies,10,0.8869,0.5,0.034,0.0637,2
MiniLM Reranked,robotics companies,30,0.8364,0.4333,0.0884,0.1469,8
MiniLM Reranked,robotics companies,44,0.8368,0.4318,0.1293,0.199,12
MiniLM Reranked,3D printing companies,10,0.8291,0.9,0.009,0.0178,0
MiniLM Reranked,3D printing companies,30,0.8059,0.8333,0.025,0.0485,3
MiniLM Reranked,3D printing companies,44,0.8145,0.8409,0.037,0.0709,5
MiniLM Reranked,packaging companies,10,0.8419,0.8,0.008,0.0158,0
MiniLM Reranked,packaging companies,30,0.8094,0.8,0.024,0.0466,1
MiniLM Reranked,packaging companies,44,0.7403,0.7045,0.031,0.0594,3
MiniLM Reranked,food processing companies,10,0.9768,1.0,0.01,0.0198,1
MiniLM Reranked,food processing companies,30,0.9437,0.9667,0.029,0.0563,3
MiniLM Reranked,food processing companies,44,0.9521,0.9773,0.043,0.0824,9
MiniLM Reranked,beverage companies,10,0.7637,0.6,0.0203,0.0393,1
MiniLM Reranked,beverage companies,30,0.8019,0.7,0.0712,0.1292,5
MiniLM Reranked,beverage companies,44,0.8251,0.5909,0.0881,0.1534,11
MiniLM Reranked,mining companies,10,0.9786,0.8,0.1026,0.1818,0
MiniLM Reranked,mining companies,30,0.9552,0.4667,0.1795,0.2593,9
MiniLM Reranked,mining companies,44,0.897,0.3409,0.1923,0.2459,13
MiniLM Reranked,oil and gas companies,10,0.9637,0.6,0.009,0.0177,2
MiniLM Reranked,oil and gas companies,30,0.8996,0.7333,0.0329,0.063,4
MiniLM Reranked,oil and gas companies,44,0.8531,0.7045,0.0464,0.0871,6
MiniLM Reranked,energy storage companies,10,0.8606,0.7,0.013,0.0255,2
MiniLM Reranked,energy storage companies,30,0.8904,0.7667,0.0428,0.081,6
MiniLM Reranked,energy storage companies,44,0.8779,0.7955,0.0651,0.1203,8
MiniLM Reranked,waste management companies,10,0.7261,0.7,0.007,0.0139,1
MiniLM Reranked,waste management companies,30,0.7497,0.7667,0.023,0.0447,5
MiniLM Reranked,waste management companies,44,0.7406,0.75,0.033,0.0632,9
MiniLM Reranked,water treatment companies,10,0.7443,0.7,0.007,0.0139,1
MiniLM Reranked,water treatment companies,30,0.733,0.7333,0.022,0.0427,3
MiniLM Reranked,water treatment companies,44,0.6793,0.6591,0.029,0.0556,7
MiniLM Reranked,aerospace companies,10,0.9629,0.8,0.0343,0.0658,3
MiniLM Reranked,aerospace companies,30,0.9476,0.6,0.0773,0.1369,9
MiniLM Reranked,aerospace companies,44,0.9393,0.5909,0.1116,0.1877,12
MiniLM Reranked,defense contractors,10,0.9236,0.1,0.0312,0.0476,0
MiniLM Reranked,defense contractors,30,0.9427,0.1667,0.1562,0.1613,5
MiniLM Reranked,defense contractors,44,0.9501,0.1591,0.2188,0.1842,9
MiniLM Reranked,transportation companies,10,0.5335,0.6,0.0073,0.0144,0
MiniLM Reranked,transportation companies,30,0.5002,0.5,0.0182,0.0351,1
MiniLM Reranked,transportation companies,44,0.4679,0.4318,0.023,0.0437,3
MiniLM Reranked,shipping companies,10,0.6917,0.6,0.006,0.0119,0
MiniLM Reranked,shipping companies,30,0.7661,0.7667,0.023,0.0447,3
MiniLM Reranked,shipping companies,44,0.7863,0.7955,0.035,0.067,7
MiniLM Reranked,trucking companies,10,0.8743,0.9,0.009,0.0178,2
MiniLM Reranked,trucking companies,30,0.8836,0.9,0.027,0.0524,6
MiniLM Reranked,trucking companies,44,0.8752,0.8864,0.039,0.0747,7
MiniLM Reranked,freight forwarding companies,10,0.9071,0.9,0.009,0.0178,0
MiniLM Reranked,freight forwarding companies,30,0.8451,0.8333,0.025,0.0485,2
MiniLM Reranked,freight forwarding companies,44,0.8293,0.8182,0.036,0.069,2
MiniLM Reranked,warehousing companies,10,0.963,0.8,0.0136,0.0267,3
MiniLM Reranked,warehousing companies,30,0.7948,0.6667,0.0339,0.0645,3
MiniLM Reranked,warehousing companies,44,0.8359,0.7045,0.0525,0.0978,6
MiniLM Reranked,cold storage companies,10,0.9684,1.0,0.01,0.0198,0
MiniLM Reranked,cold storage companies,30,0.9713,1.0,0.03,0.0583,4
MiniLM Reranked,cold storage companies,44,0.9737,1.0,0.044,0.0843,6
MiniLM Reranked,retail technology companies,10,0.9499,0.9,0.0186,0.0364,0
MiniLM Reranked,retail technology companies,30,0.9563,0.8,0.0495,0.0932,2
MiniLM Reranked,retail technology companies,44,0.9616,0.8182,0.0742,0.1361,6
MiniLM Reranked,point of sale systems providers,10,0.9767,1.0,0.01,0.0198,1
MiniLM Reranked,point of sale systems providers,30,0.9773,1.0,0.03,0.0583,3
MiniLM Reranked,point of sale systems providers,44,0.9629,0.9773,0.043,0.0824,7
MiniLM Reranked,inventory management software,10,0.9717,1.0,0.01,0.0198,0
MiniLM Reranked,inventory management software,30,0.9742,1.0,0.03,0.0583,7
MiniLM Reranked,inventory management software,44,0.9754,1.0,0.044,0.0843,13
MiniLM Reranked,customer relationship management (CRM) software,10,0.9621,1.0,0.0119,0.0234,1
MiniLM Reranked,customer relationship management (CRM) software,30,0.9649,1.0,0.0356,0.0687,5
MiniLM Reranked,customer relationship management (CRM) software,44,0.9675,1.0,0.0522,0.0992,8
MiniLM Reranked,enterprise resource planning (ERP) systems,10,0.9559,1.0,0.01,0.0198,0
MiniLM Reranked,enterprise resource planning (ERP) systems,30,0.9431,0.9667,0.029,0.0563,3
MiniLM Reranked,enterprise resource planning (ERP) systems,44,0.9375,0.9545,0.042,0.0805,8
MiniLM Reranked,business intelligence (BI) companies,10,0.9696,1.0,0.0124,0.0246,1
MiniLM Reranked,business intelligence (BI) companies,30,0.9705,1.0,0.0373,0.0719,3
MiniLM Reranked,business intelligence (BI) companies,44,0.9725,0.9773,0.0535,0.1014,9
MiniLM Reranked,IT consulting firms,10,0.7083,0.7,0.007,0.0139,0
MiniLM Reranked,IT consulting firms,30,0.8235,0.8667,0.026,0.0505,2
MiniLM Reranked,IT consulting firms,44,0.8596,0.9091,0.04,0.0766,3
MiniLM Reranked,cybersecurity solutions providers,10,0.9681,1.0,0.01,0.0198,0
MiniLM Reranked,cybersecurity solutions providers,30,0.9267,0.9333,0.028,0.0544,3
MiniLM Reranked,cybersecurity solutions providers,44,0.9392,0.9545,0.042,0.0805,8
MiniLM Reranked,cloud security providers,10,0.9592,0.7,0.0427,0.0805,1
MiniLM Reranked,cloud security providers,30,0.9229,0.6,0.1098,0.1856,9
MiniLM Reranked,cloud security providers,44,0.8578,0.5227,0.1402,0.2212,10
MiniLM Reranked,managed service providers (MSPs),10,0.9442,0.6,0.0231,0.0444,1
MiniLM Reranked,managed service providers (MSPs),30,0.9513,0.6333,0.0731,0.131,6
MiniLM Reranked,managed service providers (MSPs),44,0.9554,0.6136,0.1038,0.1776,9
MiniLM Reranked,remote monitoring and management (RMM) software,10,0.9635,0.7,0.1148,0.1972,5
MiniLM Reranked,remote monitoring and management (RMM) software,30,0.9455,0.5,0.2459,0.3297,13
MiniLM Reranked,remote monitoring and management (RMM) software,44,0.9513,0.4091,0.2951,0.3429,17
MiniLM Reranked,data center providers,10,0.9758,1.0,0.0248,0.0484,3
MiniLM Reranked,data center providers,30,0.9722,0.8,0.0596,0.1109,4
MiniLM Reranked,data center providers,44,0.9731,0.7955,0.0868,0.1566,7
MiniLM Reranked,web hosting companies,10,0.1386,0.1,0.001,0.002,1
MiniLM Reranked,web hosting companies,30,0.1168,0.1,0.003,0.0058,1
MiniLM Reranked,web hosting companies,44,0.107,0.0909,0.004,0.0077,1
MiniLM Reranked,domain name registrars,10,0.9527,0.3,0.0353,0.0632,0
MiniLM Reranked,domain name registrars,30,0.9544,0.1667,0.0588,0.087,1
MiniLM Reranked,domain name registrars,44,0.7883,0.1364,0.0706,0.093,2
MiniLM Reranked,content management systems (CMS),10,0.9575,1.0,0.01,0.0198,0
MiniLM Reranked,content management systems (CMS),30,0.9367,0.9667,0.029,0.0563,1
MiniLM Reranked,content management systems (CMS),44,0.8844,0.8864,0.039,0.0747,2
MiniLM Reranked,e-learning platforms,10,0.9755,1.0,0.01,0.0198,1
MiniLM Reranked,e-learning platforms,30,0.9791,1.0,0.03,0.0583,4
MiniLM Reranked,e-learning platforms,44,0.9794,1.0,0.044,0.0843,6
MiniLM Reranked,online marketing agencies,10,0.7091,0.7,0.007,0.0139,0
MiniLM Reranked,online marketing agencies,30,0.7715,0.8,0.024,0.0466,4
MiniLM Reranked,online marketing agencies,44,0.7706,0.7955,0.035,0.067,5
MiniLM Reranked,lead generation companies,10,0.9612,1.0,0.0169,0.0333,1
MiniLM Reranked,lead generation companies,30,0.9418,0.9667,0.0492,0.0935,5
MiniLM Reranked,lead generation companies,44,0.9492,0.9773,0.0729,0.1356,9
MiniLM Reranked,market research firms,10,0.9526,1.0,0.01,0.0198,0
MiniLM Reranked,market research firms,30,0.8942,0.9,0.027,0.0524,5
MiniLM Reranked,market research firms,44,0.8968,0.9091,0.04,0.0766,6
MiniLM Reranked,public relations agencies,10,0.9528,1.0,0.01,0.0198,2
MiniLM Reranked,public relations agencies,30,0.9452,0.9667,0.029,0.0563,9
MiniLM Reranked,public relations agencies,44,0.9198,0.9318,0.041,0.0785,12
MiniLM Reranked,graphic design studios,10,0.9837,1.0,0.01,0.0198,1
MiniLM Reranked,graphic design studios,30,0.937,0.9333,0.028,0.0544,6
MiniLM Reranked,graphic design studios,44,0.9481,0.9545,0.042,0.0805,6
MiniLM Reranked,video production companies,10,0.5613,0.7,0.007,0.0139,0
MiniLM Reranked,video production companies,30,0.678,0.7667,0.023,0.0447,1
MiniLM Reranked,video production companies,44,0.6827,0.75,0.033,0.0632,3
MiniLM Reranked,translation services,10,0.966,1.0,0.01,0.0198,0
MiniLM Reranked,translation services,30,0.9702,1.0,0.03,0.0583,1
MiniLM Reranked,translation services,44,0.9429,0.9545,0.042,0.0805,4
MiniLM Reranked,legal technology companies,10,0.6611,0.8,0.008,0.0158,1
MiniLM Reranked,legal technology companies,30,0.7717,0.8667,0.026,0.0505,2
MiniLM Reranked,legal technology companies,44,0.7706,0.8409,0.037,0.0709,2
MiniLM Reranked,accounting software providers,10,0.8707,0.8,0.0103,0.0203,0
MiniLM Reranked,accounting software providers,30,0.9229,0.9333,0.0359,0.0691,1
MiniLM Reranked,accounting software providers,44,0.9339,0.9545,0.0538,0.1019,4
MiniLM Reranked,tax preparation services,10,0.8912,0.9,0.009,0.0178,1
MiniLM Reranked,tax preparation services,30,0.8335,0.8333,0.025,0.0485,5
MiniLM Reranked,tax preparation services,44,0.8499,0.8636,0.038,0.0728,7
MiniLM Reranked,payroll processing companies,10,0.9826,1.0,0.01,0.0198,0
MiniLM Reranked,payroll processing companies,30,0.9831,1.0,0.03,0.0583,11
MiniLM Reranked,payroll processing companies,44,0.9831,1.0,0.044,0.0843,17
MiniLM Reranked,financial planning services,10,0.5277,0.6,0.006,0.0119,0
MiniLM Reranked,financial planning services,30,0.653,0.7333,0.022,0.0427,1
MiniLM Reranked,financial planning services,44,0.6476,0.7045,0.031,0.0594,4
MiniLM Reranked,investment management firms,10,0.9626,1.0,0.01,0.0198,0
MiniLM Reranked,investment management firms,30,0.9456,0.9667,0.029,0.0563,3
MiniLM Reranked,investment management firms,44,0.9544,0.9773,0.043,0.0824,6
MiniLM Reranked,wealth management firms,10,0.7455,0.8,0.008,0.0158,0
MiniLM Reranked,wealth management firms,30,0.7721,0.8,0.024,0.0466,1
MiniLM Reranked,wealth management firms,44,0.7095,0.7045,0.031,0.0594,3
MiniLM Reranked,commercial real estate brokers,10,0.7375,0.8,0.008,0.0158,0
MiniLM Reranked,commercial real estate brokers,30,0.7152,0.7333,0.022,0.0427,1
MiniLM Reranked,commercial real estate brokers,44,0.7595,0.7955,0.035,0.067,6
MiniLM Reranked,residential real estate brokers,10,0.9128,0.9,0.009,0.0178,0
MiniLM Reranked,residential real estate brokers,30,0.8999,0.9,0.027,0.0524,1
MiniLM Reranked,residential real estate brokers,44,0.9186,0.9318,0.041,0.0785,2
MiniLM Reranked,construction equipment manufacturers,10,0.9069,0.9,0.009,0.0178,1
MiniLM Reranked,construction equipment manufacturers,30,0.9241,0.9333,0.028,0.0544,3
MiniLM Reranked,construction equipment manufacturers,44,0.9376,0.9545,0.042,0.0805,6
MiniLM Reranked,building materials suppliers,10,0.9062,0.9,0.009,0.0178,1
MiniLM Reranked,building materials suppliers,30,0.7923,0.7667,0.023,0.0447,2
MiniLM Reranked,building materials suppliers,44,0.7871,0.7727,0.034,0.0651,5
MiniLM Reranked,renewable energy project developers,10,0.9496,1.0,0.01,0.0198,0
MiniLM Reranked,renewable energy project developers,30,0.9361,0.9667,0.029,0.0563,3
MiniLM Reranked,renewable energy project developers,44,0.9133,0.9318,0.041,0.0785,4
MiniLM Reranked,sustainable agriculture companies,10,0.9562,0.5,0.0806,0.1389,1
MiniLM Reranked,sustainable agriculture companies,30,0.9193,0.3,0.1452,0.1957,5
MiniLM Reranked,sustainable agriculture companies,44,0.9167,0.2273,0.1613,0.1887,8
MiniLM Reranked,vertical farming companies,10,0.9474,0.4,0.04,0.0727,0
MiniLM Reranked,vertical farming companies,30,0.9385,0.4,0.12,0.1846,6
MiniLM Reranked,vertical farming companies,44,0.9474,0.4545,0.2,0.2778,12
MiniLM Reranked,precision agriculture technology providers,10,0.964,1.0,0.0202,0.0397,1
MiniLM Reranked,precision agriculture technology providers,30,0.961,0.9333,0.0567,0.1069,4
MiniLM Reranked,precision agriculture technology providers,44,0.9656,0.9545,0.085,0.1561,8
MiniLM Reranked,alternative protein manufacturers,10,0.945,0.3,0.0732,0.1176,0
MiniLM Reranked,alternative protein manufacturers,30,0.9597,0.3,0.2195,0.2535,5
MiniLM Reranked,alternative protein manufacturers,44,0.965,0.3409,0.3659,0.3529,16
