config,query_id,k,precision,recall,f1,ndcg
IVF (nprobe=8),1,500,0.65,0.325,0.43333333333333335,0.6828888882836247
IVF (nprobe=8),1,1000,0.519,0.519,0.519,0.5578515489945332
IVF (nprobe=8),2,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),2,50,0.94,0.047,0.08952380952380952,0.9462682716166635
IVF (nprobe=8),2,100,0.93,0.093,0.16909090909090907,0.9368937080742902
IVF (nprobe=8),2,500,0.856,0.428,0.5706666666666667,0.8699116827715452
IVF (nprobe=8),2,1000,0.759,0.759,0.7590000000000001,0.7825786541273891
IVF (nprobe=8),3,10,0.8,0.008,0.015841584158415842,0.8572048559638628
IVF (nprobe=8),3,50,0.82,0.041,0.07809523809523809,0.8447632303278708
IVF (nprobe=8),3,100,0.83,0.083,0.15090909090909094,0.8436387223191526
IVF (nprobe=8),3,500,0.566,0.283,0.37733333333333324,0.6064120336081955
IVF (nprobe=8),3,1000,0.475,0.475,0.47500000000000003,0.5119934828695357
IVF (nprobe=8),4,10,0.9,0.009,0.01782178217821782,0.9216017310213247
IVF (nprobe=8),4,50,0.86,0.043,0.0819047619047619,0.8779244452050856
IVF (nprobe=8),4,100,0.9,0.09,0.16363636363636364,0.9026720049251334
IVF (nprobe=8),4,500,0.856,0.428,0.5706666666666667,0.8631151842243812
IVF (nprobe=8),4,1000,0.764,0.764,0.764,0.7825167845629575
IVF (nprobe=8),5,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),5,50,0.98,0.049,0.09333333333333334,0.9806167482472479
IVF (nprobe=8),5,100,0.98,0.098,0.17818181818181816,0.9803198337245335
IVF (nprobe=8),5,500,0.794,0.397,0.5293333333333334,0.8242382594049594
IVF (nprobe=8),5,1000,0.547,0.547,0.547,0.6015742546637423
IVF (nprobe=8),6,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),6,50,0.98,0.049,0.09333333333333334,0.9823480410115811
IVF (nprobe=8),6,100,0.97,0.097,0.1763636363636364,0.9731606805237722
IVF (nprobe=8),6,500,0.94,0.47,0.6266666666666667,0.9463820381732534
IVF (nprobe=8),6,1000,0.725,0.725,0.7250000000000001,0.7635036611900019
IVF (nprobe=8),7,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),7,50,0.98,0.049,0.09333333333333334,0.9856215795673515
IVF (nprobe=8),7,100,0.97,0.097,0.1763636363636364,0.9760339671697826
IVF (nprobe=8),7,500,0.914,0.457,0.6093333333333334,0.9256510848569212
IVF (nprobe=8),7,1000,0.711,0.711,0.7110000000000001,0.7498663561744318
IVF (nprobe=8),8,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),8,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),8,100,0.99,0.099,0.18,0.9918814514394172
IVF (nprobe=8),8,500,0.948,0.474,0.632,0.956361249032177
IVF (nprobe=8),8,1000,0.81,0.81,0.81,0.837077711700995
IVF (nprobe=8),9,10,0.9,0.009,0.01782178217821782,0.7799082337019199
IVF (nprobe=8),9,50,0.86,0.043,0.0819047619047619,0.8170219908356209
IVF (nprobe=8),9,100,0.86,0.086,0.15636363636363637,0.8349934384508279
IVF (nprobe=8),9,500,0.624,0.312,0.41600000000000004,0.6523063099971153
IVF (nprobe=8),9,1000,0.519,0.519,0.519,0.5509493839263774
IVF (nprobe=8),10,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),10,50,0.98,0.049,0.09333333333333334,0.9862624056311926
IVF (nprobe=8),10,100,0.96,0.096,0.17454545454545453,0.9690165504326176
IVF (nprobe=8),10,500,0.806,0.403,0.5373333333333333,0.8306703360840558
IVF (nprobe=8),10,1000,0.662,0.662,0.662,0.698363716830233
IVF (nprobe=8),11,10,0.8,0.008,0.015841584158415842,0.7759944384848244
IVF (nprobe=8),11,50,0.92,0.046,0.08761904761904762,0.8906023656649319
IVF (nprobe=8),11,100,0.96,0.096,0.17454545454545453,0.9326136097968157
IVF (nprobe=8),11,500,0.828,0.414,0.5519999999999999,0.8404244180872037
IVF (nprobe=8),11,1000,0.64,0.64,0.64,0.6762268478185716
IVF (nprobe=8),12,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),12,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),12,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),12,500,0.9,0.45,0.6,0.9154541649368456
IVF (nprobe=8),12,1000,0.746,0.746,0.746,0.7784490407806125
IVF (nprobe=8),13,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),13,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),13,100,0.97,0.097,0.1763636363636364,0.9772299216224192
IVF (nprobe=8),13,500,0.988,0.494,0.6586666666666667,0.988257225306292
IVF (nprobe=8),13,1000,0.817,0.817,0.817,0.8442773949110831
IVF (nprobe=8),14,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),14,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),14,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),14,500,0.972,0.486,0.648,0.976980660689545
IVF (nprobe=8),14,1000,0.88,0.88,0.88,0.8982134673879562
IVF (nprobe=8),15,10,0.9,0.009,0.01782178217821782,0.933745776545611
IVF (nprobe=8),15,50,0.76,0.038,0.07238095238095238,0.8029127767619764
IVF (nprobe=8),15,100,0.76,0.076,0.13818181818181818,0.788372094087662
IVF (nprobe=8),15,500,0.596,0.298,0.39733333333333337,0.6250436253075383
IVF (nprobe=8),15,1000,0.489,0.489,0.489,0.5222022745258541
IVF (nprobe=8),16,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),16,50,0.96,0.048,0.09142857142857141,0.9661643624827941
IVF (nprobe=8),16,100,0.95,0.095,0.17272727272727273,0.956599117276782
IVF (nprobe=8),16,500,0.84,0.42,0.5599999999999999,0.8601000119197536
IVF (nprobe=8),16,1000,0.727,0.727,0.7269999999999999,0.7565372120114485
IVF (nprobe=8),17,10,0.8,0.008,0.015841584158415842,0.826813366651774
IVF (nprobe=8),17,50,0.72,0.036,0.06857142857142856,0.7483360620835982
IVF (nprobe=8),17,100,0.81,0.081,0.14727272727272728,0.8070289267379237
IVF (nprobe=8),17,500,0.796,0.398,0.5306666666666667,0.7969113956383577
IVF (nprobe=8),17,1000,0.693,0.693,0.693,0.709745063559326
IVF (nprobe=8),18,10,0.9,0.009,0.01782178217821782,0.9305687780632227
IVF (nprobe=8),18,50,0.84,0.042,0.08,0.8614445126940091
IVF (nprobe=8),18,100,0.83,0.083,0.15090909090909094,0.8455909914869133
IVF (nprobe=8),18,500,0.636,0.318,0.42400000000000004,0.6666900150394659
IVF (nprobe=8),18,1000,0.53,0.53,0.53,0.5635304689007925
IVF (nprobe=8),19,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),19,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),19,100,0.99,0.099,0.18,0.9916621531950969
IVF (nprobe=8),19,500,0.894,0.447,0.5960000000000001,0.9097081965025513
IVF (nprobe=8),19,1000,0.743,0.743,0.743,0.7751089455096466
IVF (nprobe=8),20,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),20,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),20,100,0.99,0.099,0.18,0.9925486643369581
IVF (nprobe=8),20,500,0.912,0.456,0.608,0.9248172577118912
IVF (nprobe=8),20,1000,0.738,0.738,0.738,0.77238548727017
IVF (nprobe=8),21,10,0.9,0.009,0.01782178217821782,0.9266360779006401
IVF (nprobe=8),21,50,0.82,0.041,0.07809523809523809,0.8458018222515431
IVF (nprobe=8),21,100,0.7,0.07,0.1272727272727273,0.7443389369780309
IVF (nprobe=8),21,500,0.692,0.346,0.4613333333333334,0.7088360482020434
IVF (nprobe=8),21,1000,0.563,0.563,0.563,0.5927788521052966
IVF (nprobe=8),22,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),22,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),22,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),22,500,0.99,0.495,0.66,0.9914131774789763
IVF (nprobe=8),22,1000,0.913,0.913,0.9130000000000001,0.9267656606612356
IVF (nprobe=8),23,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),23,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),23,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),23,500,0.922,0.461,0.6146666666666667,0.9337678435294963
IVF (nprobe=8),23,1000,0.733,0.733,0.733,0.769356246713786
IVF (nprobe=8),24,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),24,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),24,100,0.99,0.099,0.18,0.9927959037357916
IVF (nprobe=8),24,500,0.962,0.481,0.6413333333333333,0.9678406269539896
IVF (nprobe=8),24,1000,0.878,0.878,0.878,0.8947035038875325
IVF (nprobe=8),25,10,0.9,0.009,0.01782178217821782,0.9363792118010483
IVF (nprobe=8),25,50,0.74,0.037,0.07047619047619047,0.7842963946682937
IVF (nprobe=8),25,100,0.67,0.067,0.12181818181818183,0.7121800610761679
IVF (nprobe=8),25,500,0.514,0.257,0.3426666666666666,0.5457443325243798
IVF (nprobe=8),25,1000,0.46,0.46,0.46,0.48647434626018843
IVF (nprobe=8),26,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),26,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),26,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),26,500,0.992,0.496,0.6613333333333333,0.9935530692563753
IVF (nprobe=8),26,1000,0.933,0.933,0.933,0.9436462935361954
IVF (nprobe=8),27,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),27,50,0.98,0.049,0.09333333333333334,0.9846298672989356
IVF (nprobe=8),27,100,0.97,0.097,0.1763636363636364,0.9760434570120113
IVF (nprobe=8),27,500,0.906,0.453,0.604,0.918203286326827
IVF (nprobe=8),27,1000,0.741,0.741,0.7410000000000001,0.7737488614281579
IVF (nprobe=8),28,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),28,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),28,100,0.98,0.098,0.17818181818181816,0.9855437164493942
IVF (nprobe=8),28,500,0.97,0.485,0.6466666666666666,0.9732144882113888
IVF (nprobe=8),28,1000,0.865,0.865,0.865,0.8841028354164867
IVF (nprobe=8),29,10,0.9,0.009,0.01782178217821782,0.933745776545611
IVF (nprobe=8),29,50,0.76,0.038,0.07238095238095238,0.7995549922744631
IVF (nprobe=8),29,100,0.77,0.077,0.14,0.7908296566295181
IVF (nprobe=8),29,500,0.84,0.42,0.5599999999999999,0.8371706532855331
IVF (nprobe=8),29,1000,0.82,0.82,0.82,0.8225622177905315
IVF (nprobe=8),30,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),30,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),30,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),30,500,0.988,0.494,0.6586666666666667,0.9899875018540504
IVF (nprobe=8),30,1000,0.906,0.906,0.906,0.9207289999397142
IVF (nprobe=8),31,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),31,50,0.92,0.046,0.08761904761904762,0.9386142261001956
IVF (nprobe=8),31,100,0.9,0.09,0.16363636363636364,0.9176444202167242
IVF (nprobe=8),31,500,0.842,0.421,0.5613333333333334,0.8587597973351687
IVF (nprobe=8),31,1000,0.714,0.714,0.714,0.7435813113466049
IVF (nprobe=8),32,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),32,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),32,100,0.99,0.099,0.18,0.9918122023311187
IVF (nprobe=8),32,500,0.974,0.487,0.6493333333333333,0.9776700376601933
IVF (nprobe=8),32,1000,0.866,0.866,0.866,0.8860700203227009
IVF (nprobe=8),33,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),33,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),33,100,0.98,0.098,0.17818181818181816,0.9851312210229055
IVF (nprobe=8),33,500,0.764,0.382,0.5093333333333334,0.7990434755027752
IVF (nprobe=8),33,1000,0.559,0.559,0.559,0.6103944020098183
IVF (nprobe=8),34,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),34,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),34,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),34,500,0.892,0.446,0.5946666666666667,0.906990959393452
IVF (nprobe=8),34,1000,0.781,0.781,0.7810000000000001,0.8076009519498962
IVF (nprobe=8),35,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),35,50,0.98,0.049,0.09333333333333334,0.9814066183482458
IVF (nprobe=8),35,100,0.99,0.099,0.18,0.9885469107371714
IVF (nprobe=8),35,500,0.958,0.479,0.6386666666666667,0.9624116333525149
IVF (nprobe=8),35,1000,0.836,0.836,0.836,0.8579130894843707
IVF (nprobe=8),36,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),36,50,0.96,0.048,0.09142857142857141,0.9661006274725412
IVF (nprobe=8),36,100,0.91,0.091,0.16545454545454544,0.9266150537107583
IVF (nprobe=8),36,500,0.686,0.343,0.4573333333333333,0.7180441091830354
IVF (nprobe=8),36,1000,0.553,0.553,0.553,0.5918713032164602
IVF (nprobe=8),37,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),37,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),37,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),37,500,0.992,0.496,0.6613333333333333,0.9931618281449652
IVF (nprobe=8),37,1000,0.952,0.952,0.952,0.9592106518042169
IVF (nprobe=8),38,10,0.9,0.009,0.01782178217821782,0.9305687780632227
IVF (nprobe=8),38,50,0.8,0.04,0.07619047619047618,0.8276898561318887
IVF (nprobe=8),38,100,0.73,0.073,0.13272727272727272,0.7634647388688105
IVF (nprobe=8),38,500,0.512,0.256,0.3413333333333333,0.5513453218321196
IVF (nprobe=8),38,1000,0.43,0.43,0.42999999999999994,0.46451936217573325
IVF (nprobe=8),39,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),39,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),39,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),39,500,0.964,0.482,0.6426666666666666,0.969947648093386
IVF (nprobe=8),39,1000,0.792,0.792,0.792,0.8227943371651872
IVF (nprobe=8),40,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),40,50,0.96,0.048,0.09142857142857141,0.9709523067664448
IVF (nprobe=8),40,100,0.98,0.098,0.17818181818181816,0.9821072987305789
IVF (nprobe=8),40,500,0.814,0.407,0.5426666666666667,0.8399338152398904
IVF (nprobe=8),40,1000,0.631,0.631,0.631,0.6735386080353287
IVF (nprobe=8),41,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),41,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),41,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),41,500,1.0,0.5,0.6666666666666666,1.0
IVF (nprobe=8),41,1000,0.914,0.914,0.914,0.9285939327262112
IVF (nprobe=8),42,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),42,50,0.98,0.049,0.09333333333333334,0.9843500333548646
IVF (nprobe=8),42,100,0.97,0.097,0.1763636363636364,0.9739609580572379
IVF (nprobe=8),42,500,0.846,0.423,0.564,0.8668632325929017
IVF (nprobe=8),42,1000,0.751,0.751,0.751,0.7777365229116673
IVF (nprobe=8),43,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),43,50,0.98,0.049,0.09333333333333334,0.9843500333548646
IVF (nprobe=8),43,100,0.98,0.098,0.17818181818181816,0.9829086500402519
IVF (nprobe=8),43,500,0.92,0.46,0.6133333333333333,0.9314366604406197
IVF (nprobe=8),43,1000,0.766,0.766,0.766,0.7967807828275281
IVF (nprobe=8),44,10,0.9,0.009,0.01782178217821782,0.9305687780632227
IVF (nprobe=8),44,50,0.94,0.047,0.08952380952380952,0.9460531043316254
IVF (nprobe=8),44,100,0.95,0.095,0.17272727272727273,0.9517600941531931
IVF (nprobe=8),44,500,0.9,0.45,0.6,0.9083578639250351
IVF (nprobe=8),44,1000,0.783,0.783,0.7829999999999999,0.8058463146340522
IVF (nprobe=8),45,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),45,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),45,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),45,500,0.962,0.481,0.6413333333333333,0.9675524357541634
IVF (nprobe=8),45,1000,0.856,0.856,0.856,0.8765848933332728
IVF (nprobe=8),46,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),46,50,0.98,0.049,0.09333333333333334,0.98206055137689
IVF (nprobe=8),46,100,0.99,0.099,0.18,0.988949718224763
IVF (nprobe=8),46,500,0.998,0.499,0.6653333333333333,0.9967206815724494
IVF (nprobe=8),46,1000,0.979,0.979,0.979,0.9815583451791201
IVF (nprobe=8),47,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),47,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),47,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),47,500,0.998,0.499,0.6653333333333333,0.998206148921559
IVF (nprobe=8),47,1000,0.969,0.969,0.969,0.9740090829807672
IVF (nprobe=8),48,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),48,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),48,100,0.97,0.097,0.1763636363636364,0.9765697522349736
IVF (nprobe=8),48,500,0.96,0.48,0.64,0.9637276564870783
IVF (nprobe=8),48,1000,0.842,0.842,0.842,0.8631111953792715
IVF (nprobe=8),49,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),49,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),49,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),49,500,1.0,0.5,0.6666666666666666,1.0
IVF (nprobe=8),49,1000,0.963,0.963,0.963,0.969557809224445
IVF (nprobe=8),50,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),50,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),50,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),50,500,0.994,0.497,0.6626666666666666,0.9950921424345818
IVF (nprobe=8),50,1000,0.872,0.872,0.872,0.8928343694462368
IVF (nprobe=8),51,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),51,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),51,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),51,500,0.992,0.496,0.6613333333333333,0.9933300914647326
IVF (nprobe=8),51,1000,0.883,0.883,0.883,0.9020480995608257
IVF (nprobe=8),52,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),52,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),52,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),52,500,0.928,0.464,0.6186666666666667,0.9391271965913582
IVF (nprobe=8),52,1000,0.781,0.781,0.7810000000000001,0.8097429656759859
IVF (nprobe=8),53,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),53,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),53,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),53,500,0.998,0.499,0.6653333333333333,0.9983154735907417
IVF (nprobe=8),53,1000,0.981,0.981,0.9810000000000001,0.9841842897277364
IVF (nprobe=8),54,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),54,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),54,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),54,500,1.0,0.5,0.6666666666666666,1.0
IVF (nprobe=8),54,1000,0.985,0.985,0.985,0.9877319799377828
IVF (nprobe=8),55,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),55,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),55,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),55,500,0.988,0.494,0.6586666666666667,0.9895765609930703
IVF (nprobe=8),55,1000,0.908,0.908,0.908,0.922657851075009
IVF (nprobe=8),56,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),56,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),56,100,0.94,0.094,0.1709090909090909,0.954126745132391
IVF (nprobe=8),56,500,0.848,0.424,0.5653333333333332,0.867747204737017
IVF (nprobe=8),56,1000,0.642,0.642,0.642,0.6843998286241094
IVF (nprobe=8),57,10,0.7,0.007,0.013861386138613862,0.6163668470816234
IVF (nprobe=8),57,50,0.46,0.023,0.04380952380952381,0.478546423026918
IVF (nprobe=8),57,100,0.53,0.053,0.09636363636363636,0.5253617682578129
IVF (nprobe=8),57,500,0.478,0.239,0.31866666666666665,0.4841266257288044
IVF (nprobe=8),57,1000,0.425,0.425,0.425,0.4371396123984411
IVF (nprobe=8),58,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),58,50,0.86,0.043,0.0819047619047619,0.8797835842939287
IVF (nprobe=8),58,100,0.78,0.078,0.14181818181818184,0.810594689774731
IVF (nprobe=8),58,500,0.53,0.265,0.3533333333333334,0.5748565379323536
IVF (nprobe=8),58,1000,0.435,0.435,0.435,0.4748036111532078
IVF (nprobe=8),59,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),59,50,0.96,0.048,0.09142857142857141,0.9691863532379539
IVF (nprobe=8),59,100,0.95,0.095,0.17272727272727273,0.9583024375557818
IVF (nprobe=8),59,500,0.966,0.483,0.644,0.9668777900054536
IVF (nprobe=8),59,1000,0.855,0.855,0.855,0.8732529156098372
IVF (nprobe=8),60,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),60,50,0.98,0.049,0.09333333333333334,0.9833041757017094
IVF (nprobe=8),60,100,0.96,0.096,0.17454545454545453,0.9666586730264586
IVF (nprobe=8),60,500,0.948,0.474,0.632,0.9525982159371896
IVF (nprobe=8),60,1000,0.808,0.808,0.808,0.8329132141269938
IVF (nprobe=8),61,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),61,50,0.96,0.048,0.09142857142857141,0.9683654013377535
IVF (nprobe=8),61,100,0.92,0.092,0.1672727272727273,0.9355815383053058
IVF (nprobe=8),61,500,0.548,0.274,0.3653333333333334,0.6062308035215633
IVF (nprobe=8),61,1000,0.362,0.362,0.362,0.42293866748281683
IVF (nprobe=8),62,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),62,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),62,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),62,500,0.992,0.496,0.6613333333333333,0.9933907142187425
IVF (nprobe=8),62,1000,0.882,0.882,0.882,0.9007241496567296
IVF (nprobe=8),63,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),63,50,0.92,0.046,0.08761904761904762,0.9397555301840194
IVF (nprobe=8),63,100,0.93,0.093,0.16909090909090907,0.9402841893634992
IVF (nprobe=8),63,500,0.688,0.344,0.4586666666666666,0.72524824090996
IVF (nprobe=8),63,1000,0.521,0.521,0.521,0.5676771709512484
IVF (nprobe=8),64,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),64,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),64,100,0.99,0.099,0.18,0.9924455763267155
IVF (nprobe=8),64,500,0.928,0.464,0.6186666666666667,0.9385853003237673
IVF (nprobe=8),64,1000,0.774,0.774,0.774,0.8045725249265416
IVF (nprobe=8),65,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),65,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),65,100,0.98,0.098,0.17818181818181816,0.9853887662188465
IVF (nprobe=8),65,500,0.836,0.418,0.5573333333333333,0.8605854183027902
IVF (nprobe=8),65,1000,0.653,0.653,0.653,0.6953616730949255
IVF (nprobe=8),66,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),66,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),66,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),66,500,0.996,0.498,0.664,0.9967518771413896
IVF (nprobe=8),66,1000,0.835,0.835,0.835,0.8620340819691824
IVF (nprobe=8),67,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),67,50,0.88,0.044,0.0838095238095238,0.909431956453365
IVF (nprobe=8),67,100,0.92,0.092,0.1672727272727273,0.9279328643371485
IVF (nprobe=8),67,500,0.764,0.382,0.5093333333333334,0.7886739684422017
IVF (nprobe=8),67,1000,0.658,0.658,0.658,0.6886758544414641
IVF (nprobe=8),68,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),68,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),68,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),68,500,0.974,0.487,0.6493333333333333,0.9777942956088371
IVF (nprobe=8),68,1000,0.767,0.767,0.767,0.8013943976371684
IVF (nprobe=8),69,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),69,50,0.98,0.049,0.09333333333333334,0.9860416298881255
IVF (nprobe=8),69,100,0.96,0.096,0.17454545454545453,0.9680407876937727
IVF (nprobe=8),69,500,0.88,0.44,0.5866666666666667,0.8940290173163848
IVF (nprobe=8),69,1000,0.736,0.736,0.736,0.7670076140859465
IVF (nprobe=8),70,10,0.5,0.005,0.009900990099009901,0.5621931439243354
IVF (nprobe=8),70,50,0.66,0.033,0.06285714285714285,0.6583280652191464
IVF (nprobe=8),70,100,0.66,0.066,0.12000000000000001,0.6599187790624709
IVF (nprobe=8),70,500,0.53,0.265,0.3533333333333334,0.5442010542556006
IVF (nprobe=8),70,1000,0.461,0.461,0.461,0.4793693030508069
IVF (nprobe=8),71,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),71,50,0.88,0.044,0.0838095238095238,0.9110990996371334
IVF (nprobe=8),71,100,0.81,0.081,0.14727272727272728,0.8463102125423906
IVF (nprobe=8),71,500,0.536,0.268,0.3573333333333334,0.58664242632007
IVF (nprobe=8),71,1000,0.431,0.431,0.43099999999999994,0.47584489890790005
IVF (nprobe=8),72,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),72,50,1.0,0.05,0.09523809523809523,1.0
IVF (nprobe=8),72,100,1.0,0.1,0.18181818181818182,1.0
IVF (nprobe=8),72,500,0.978,0.489,0.6519999999999999,0.9816229834944973
IVF (nprobe=8),72,1000,0.752,0.752,0.752,0.7898850120799301
IVF (nprobe=8),73,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),73,50,0.96,0.048,0.09142857142857141,0.9716747556819928
IVF (nprobe=8),73,100,0.94,0.094,0.1709090909090909,0.9523762082359982
IVF (nprobe=8),73,500,0.656,0.328,0.4373333333333334,0.7025476607174254
IVF (nprobe=8),73,1000,0.446,0.446,0.446,0.5044744167026951
IVF (nprobe=8),74,10,1.0,0.01,0.019801980198019802,1.0
IVF (nprobe=8),74,50,0.98,0.049,0.09333333333333334,0.9841991571851231
