tier,M,ef_construction,ef_search,query_id,k,query_latency_ms,index_build_s,precision,recall,ndcg
100k,16,40,1000,5,500,2.02924499171786,16.684499502182007,0.136,0.8,0.7513533403911128
100k,16,40,1000,5,1000,2.02924499171786,16.684499502182007,0.08,0.9411764705882353,0.8205676669664109
100k,16,40,1000,11,10,1.9919629849027842,16.684499502182007,0.2,0.06060606060606061,0.22400556151517553
100k,16,40,1000,11,50,1.9919629849027842,16.684499502182007,0.12,0.18181818181818182,0.18749945268738646
100k,16,40,1000,11,100,1.9919629849027842,16.684499502182007,0.08,0.24242424242424243,0.2198235085913309
100k,16,40,1000,11,300,1.9919629849027842,16.684499502182007,0.06666666666666667,0.6060606060606061,0.389574417774713
100k,16,40,1000,11,500,1.9919629849027842,16.684499502182007,0.052,0.7878787878787878,0.4616754294476702
100k,16,40,1000,11,1000,1.9919629849027842,16.684499502182007,0.029,0.8787878787878788,0.4939355564626816
100k,16,40,1000,12,10,1.7072120099328458,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,12,50,1.7072120099328458,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,12,100,1.7072120099328458,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,12,300,1.7072120099328458,16.684499502182007,0.0033333333333333335,0.07692307692307693,0.02743029665168498
100k,16,40,1000,12,500,1.7072120099328458,16.684499502182007,0.008,0.3076923076923077,0.09067872014162245
100k,16,40,1000,12,1000,1.7072120099328458,16.684499502182007,0.008,0.6153846153846154,0.16859726571016134
100k,16,40,1000,15,10,1.9154889741912484,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,15,50,1.9154889741912484,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,15,100,1.9154889741912484,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,15,300,1.9154889741912484,16.684499502182007,0.023333333333333334,0.18421052631578946,0.08423491207671137
100k,16,40,1000,15,500,1.9154889741912484,16.684499502182007,0.022,0.2894736842105263,0.12841952861232003
100k,16,40,1000,15,1000,1.9154889741912484,16.684499502182007,0.024,0.631578947368421,0.25723150319099886
100k,16,40,1000,34,10,1.6410220123361796,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,34,50,1.6410220123361796,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,34,100,1.6410220123361796,16.684499502182007,0.03,0.08571428571428572,0.04867649378333724
100k,16,40,1000,34,300,1.6410220123361796,16.684499502182007,0.02666666666666667,0.22857142857142856,0.11311247839726783
100k,16,40,1000,34,500,1.6410220123361796,16.684499502182007,0.026,0.37142857142857144,0.1705742912900792
100k,16,40,1000,34,1000,1.6410220123361796,16.684499502182007,0.025,0.7142857142857143,0.2943084268597497
100k,16,40,1000,14,10,1.368317985907197,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,14,50,1.368317985907197,16.684499502182007,0.02,0.021739130434782608,0.015029763154055293
100k,16,40,1000,14,100,1.368317985907197,16.684499502182007,0.01,0.021739130434782608,0.015029763154055293
100k,16,40,1000,14,300,1.368317985907197,16.684499502182007,0.023333333333333334,0.15217391304347827,0.08065552843931538
100k,16,40,1000,14,500,1.368317985907197,16.684499502182007,0.03,0.32608695652173914,0.15668845001438808
100k,16,40,1000,14,1000,1.368317985907197,16.684499502182007,0.036,0.782608695652174,0.3353122099538295
100k,16,40,1000,27,10,1.420962973497808,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,27,50,1.420962973497808,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,27,100,1.420962973497808,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,27,300,1.420962973497808,16.684499502182007,0.01,0.09090909090909091,0.04024339134382188
100k,16,40,1000,27,500,1.420962973497808,16.684499502182007,0.016,0.24242424242424243,0.0993568608313877
100k,16,40,1000,27,1000,1.420962973497808,16.684499502182007,0.02,0.6060606060606061,0.227214577313915
100k,16,40,1000,66,10,1.8112270045094192,16.684499502182007,0.1,0.01818181818181818,0.06625422345438903
100k,16,40,1000,66,50,1.8112270045094192,16.684499502182007,0.02,0.01818181818181818,0.02333976076433925
100k,16,40,1000,66,100,1.8112270045094192,16.684499502182007,0.01,0.01818181818181818,0.021866577706041675
100k,16,40,1000,66,300,1.8112270045094192,16.684499502182007,0.01,0.05454545454545454,0.04065812511140027
100k,16,40,1000,66,500,1.8112270045094192,16.684499502182007,0.018,0.16363636363636364,0.09198011348722275
100k,16,40,1000,66,1000,1.8112270045094192,16.684499502182007,0.036,0.6545454545454545,0.29596525174925287
100k,16,40,1000,72,10,2.4025330203585327,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,72,50,2.4025330203585327,16.684499502182007,0.02,0.02702702702702703,0.018519414052801508
100k,16,40,1000,72,100,2.4025330203585327,16.684499502182007,0.02,0.05405405405405406,0.03304594853969079
100k,16,40,1000,72,300,2.4025330203585327,16.684499502182007,0.016666666666666666,0.13513513513513514,0.0684631260218717
100k,16,40,1000,72,500,2.4025330203585327,16.684499502182007,0.018,0.24324324324324326,0.11323901015964707
100k,16,40,1000,72,1000,2.4025330203585327,16.684499502182007,0.018,0.4864864864864865,0.20251774396608035
100k,16,40,1000,99,10,1.7772639985196292,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,99,50,1.7772639985196292,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,99,100,1.7772639985196292,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,99,300,1.7772639985196292,16.684499502182007,0.013333333333333334,0.19047619047619047,0.06982825218375818
100k,16,40,1000,99,500,1.7772639985196292,16.684499502182007,0.012,0.2857142857142857,0.10221143857627558
100k,16,40,1000,99,1000,1.7772639985196292,16.684499502182007,0.012,0.5714285714285714,0.19026003706240002
100k,16,40,1000,101,10,1.620616007130593,16.684499502182007,0.1,0.023255813953488372,0.22009176629808017
100k,16,40,1000,101,50,1.620616007130593,16.684499502182007,0.08,0.09302325581395349,0.14429839711959375
100k,16,40,1000,101,100,1.620616007130593,16.684499502182007,0.07,0.16279069767441862,0.18541751511116783
100k,16,40,1000,101,300,1.620616007130593,16.684499502182007,0.06,0.4186046511627907,0.3121553597197175
100k,16,40,1000,101,500,1.620616007130593,16.684499502182007,0.056,0.6511627906976745,0.4121653957950622
100k,16,40,1000,101,1000,1.620616007130593,16.684499502182007,0.042,0.9767441860465116,0.5406176050873991
100k,16,40,1000,56,10,1.7118309915531427,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,56,50,1.7118309915531427,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,56,100,1.7118309915531427,16.684499502182007,0.02,0.0392156862745098,0.02586278489915839
100k,16,40,1000,56,300,1.7118309915531427,16.684499502182007,0.03333333333333333,0.19607843137254902,0.10686432904771995
100k,16,40,1000,56,500,1.7118309915531427,16.684499502182007,0.042,0.4117647058823529,0.20416171669475103
100k,16,40,1000,56,1000,1.7118309915531427,16.684499502182007,0.04,0.7843137254901961,0.3554665446879671
100k,16,40,1000,82,10,1.2597150052897632,16.684499502182007,0.2,0.03225806451612903,0.1487639058405727
100k,16,40,1000,82,50,1.2597150052897632,16.684499502182007,0.04,0.03225806451612903,0.052405926621084654
100k,16,40,1000,82,100,1.2597150052897632,16.684499502182007,0.03,0.04838709677419355,0.05623129269476047
100k,16,40,1000,82,300,1.2597150052897632,16.684499502182007,0.03666666666666667,0.1774193548387097,0.12661922524646232
100k,16,40,1000,82,500,1.2597150052897632,16.684499502182007,0.042,0.3387096774193548,0.20422332451322173
100k,16,40,1000,82,1000,1.2597150052897632,16.684499502182007,0.053,0.8548387096774194,0.4293599766328162
100k,16,40,1000,91,10,1.9794069812633097,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,91,50,1.9794069812633097,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,91,100,1.9794069812633097,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,91,300,1.9794069812633097,16.684499502182007,0.01,0.046875,0.024583332203885096
100k,16,40,1000,91,500,1.9794069812633097,16.684499502182007,0.014,0.109375,0.05480110396310774
100k,16,40,1000,91,1000,1.9794069812633097,16.684499502182007,0.024,0.375,0.17288911964818982
100k,16,40,1000,92,10,1.4888109872117639,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,92,50,1.4888109872117639,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,92,100,1.4888109872117639,16.684499502182007,0.0,0.0,0.0
100k,16,40,1000,92,300,1.4888109872117639,16.684499502182007,0.006666666666666667,0.031746031746031744,0.016319840029073527
100k,16,40,1000,92,500,1.4888109872117639,16.684499502182007,0.012,0.09523809523809523,0.047618647990730956
100k,16,40,1000,92,1000,1.4888109872117639,16.684499502182007,0.035,0.5555555555555556,0.24720411661326477
100k,32,200,10,1,10,0.4549459845293313,93.57597613334656,0.7,0.0958904109589041,0.800693766409882
100k,32,200,10,1,50,0.4549459845293313,93.57597613334656,0.28,0.1917808219178082,0.3930535691417542
100k,32,200,10,1,100,0.4549459845293313,93.57597613334656,0.19,0.2602739726027397,0.3516088090183269
100k,32,200,10,1,300,0.4549459845293313,93.57597613334656,0.08,0.3287671232876712,0.39310314787254635
100k,32,200,10,1,500,0.4549459845293313,93.57597613334656,0.048,0.3287671232876712,0.39310314787254635
100k,32,200,10,1,1000,0.4549459845293313,93.57597613334656,0.024,0.3287671232876712,0.39310314787254635
100k,32,200,10,2,10,0.24542302708141506,93.57597613334656,0.5,0.07692307692307693,0.5517854393872873
100k,32,200,10,2,50,0.24542302708141506,93.57597613334656,0.3,0.23076923076923078,0.3710805870694569
100k,32,200,10,2,100,0.24542302708141506,93.57597613334656,0.24,0.36923076923076925,0.40385960659239883
100k,32,200,10,2,300,0.24542302708141506,93.57597613334656,0.11333333333333333,0.5230769230769231,0.49216920551527965
100k,32,200,10,2,500,0.24542302708141506,93.57597613334656,0.068,0.5230769230769231,0.49216920551527965
100k,32,200,10,2,1000,0.24542302708141506,93.57597613334656,0.034,0.5230769230769231,0.49216920551527965
100k,32,200,10,3,10,0.2708060201257467,93.57597613334656,0.2,0.2857142857142857,0.16945984979943973
100k,32,200,10,3,50,0.2708060201257467,93.57597613334656,0.12,0.8571428571428571,0.4374943903492497
100k,32,200,10,3,100,0.2708060201257467,93.57597613334656,0.07,1.0,0.48219156692785836
100k,32,200,10,3,300,0.2708060201257467,93.57597613334656,0.023333333333333334,1.0,0.48219156692785836
100k,32,200,10,3,500,0.2708060201257467,93.57597613334656,0.014,1.0,0.48219156692785836
100k,32,200,10,3,1000,0.2708060201257467,93.57597613334656,0.007,1.0,0.48219156692785836
100k,32,200,10,4,10,0.27082901215180755,93.57597613334656,0.9,0.10975609756097561,0.9052116356304493
100k,32,200,10,4,50,0.27082901215180755,93.57597613334656,0.42,0.25609756097560976,0.5338683553344277
100k,32,200,10,4,100,0.27082901215180755,93.57597613334656,0.27,0.32926829268292684,0.43195238894367427
100k,32,200,10,4,300,0.27082901215180755,93.57597613334656,0.13,0.47560975609756095,0.5229197363544961
100k,32,200,10,4,500,0.27082901215180755,93.57597613334656,0.08,0.4878048780487805,0.5295655268165681
100k,32,200,10,4,1000,0.27082901215180755,93.57597613334656,0.04,0.4878048780487805,0.5295655268165681
100k,32,200,10,5,10,0.1978929794859141,93.57597613334656,1.0,0.11764705882352941,1.0
100k,32,200,10,5,50,0.1978929794859141,93.57597613334656,0.46,0.27058823529411763,0.5892909339916601
100k,32,200,10,5,100,0.1978929794859141,93.57597613334656,0.29,0.3411764705882353,0.4611951435157684
100k,32,200,10,5,300,0.1978929794859141,93.57597613334656,0.11333333333333333,0.4,0.49917465328851734
100k,32,200,10,5,500,0.1978929794859141,93.57597613334656,0.068,0.4,0.49917465328851734
100k,32,200,10,5,1000,0.1978929794859141,93.57597613334656,0.034,0.4,0.49917465328851734
100k,32,200,10,11,10,0.2554179809521884,93.57597613334656,0.2,0.06060606060606061,0.22400556151517553
100k,32,200,10,11,50,0.2554179809521884,93.57597613334656,0.12,0.18181818181818182,0.19261893390940318
100k,32,200,10,11,100,0.2554179809521884,93.57597613334656,0.11,0.3333333333333333,0.274036588525934
100k,32,200,10,11,300,0.2554179809521884,93.57597613334656,0.04666666666666667,0.42424242424242425,0.3163215532745069
100k,32,200,10,11,500,0.2554179809521884,93.57597613334656,0.028,0.42424242424242425,0.3163215532745069
100k,32,200,10,11,1000,0.2554179809521884,93.57597613334656,0.014,0.42424242424242425,0.3163215532745069
100k,32,200,10,12,10,0.24124502670019865,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,12,50,0.24124502670019865,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,12,100,0.24124502670019865,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,12,300,0.24124502670019865,93.57597613334656,0.0033333333333333335,0.07692307692307693,0.026548632846983715
100k,32,200,10,12,500,0.24124502670019865,93.57597613334656,0.002,0.07692307692307693,0.026548632846983715
100k,32,200,10,12,1000,0.24124502670019865,93.57597613334656,0.001,0.07692307692307693,0.026548632846983715
100k,32,200,10,15,10,0.2955450036097318,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,15,50,0.2955450036097318,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,15,100,0.2955450036097318,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,15,300,0.2955450036097318,93.57597613334656,0.02666666666666667,0.21052631578947367,0.09664811850811689
100k,32,200,10,15,500,0.2955450036097318,93.57597613334656,0.016,0.21052631578947367,0.09664811850811689
100k,32,200,10,15,1000,0.2955450036097318,93.57597613334656,0.008,0.21052631578947367,0.09664811850811689
100k,32,200,10,34,10,0.2501610142644495,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,34,50,0.2501610142644495,93.57597613334656,0.02,0.02857142857142857,0.018398884225268027
100k,32,200,10,34,100,0.2501610142644495,93.57597613334656,0.01,0.02857142857142857,0.018398884225268027
100k,32,200,10,34,300,0.2501610142644495,93.57597613334656,0.02,0.17142857142857143,0.08546877966734893
100k,32,200,10,34,500,0.2501610142644495,93.57597613334656,0.014,0.2,0.09732663687453594
100k,32,200,10,34,1000,0.2501610142644495,93.57597613334656,0.007,0.2,0.09732663687453594
100k,32,200,10,14,10,0.24168199161067605,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,14,50,0.24168199161067605,93.57597613334656,0.02,0.021739130434782608,0.01840009472080506
100k,32,200,10,14,100,0.24168199161067605,93.57597613334656,0.01,0.021739130434782608,0.01840009472080506
100k,32,200,10,14,300,0.24168199161067605,93.57597613334656,0.02666666666666667,0.17391304347826086,0.09782159785802418
100k,32,200,10,14,500,0.24168199161067605,93.57597613334656,0.016,0.17391304347826086,0.09782159785802418
100k,32,200,10,14,1000,0.24168199161067605,93.57597613334656,0.008,0.17391304347826086,0.09782159785802418
100k,32,200,10,27,10,0.23951599723659456,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,27,50,0.23951599723659456,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,27,100,0.23951599723659456,93.57597613334656,0.01,0.030303030303030304,0.015827860604236566
100k,32,200,10,27,300,0.23951599723659456,93.57597613334656,0.013333333333333334,0.12121212121212122,0.05834483392973251
100k,32,200,10,27,500,0.23951599723659456,93.57597613334656,0.008,0.12121212121212122,0.05834483392973251
100k,32,200,10,27,1000,0.23951599723659456,93.57597613334656,0.004,0.12121212121212122,0.05834483392973251
100k,32,200,10,66,10,0.23192600929178298,93.57597613334656,0.1,0.01818181818181818,0.06625422345438903
100k,32,200,10,66,50,0.23192600929178298,93.57597613334656,0.02,0.01818181818181818,0.02333976076433925
100k,32,200,10,66,100,0.23192600929178298,93.57597613334656,0.01,0.01818181818181818,0.021866577706041675
100k,32,200,10,66,300,0.23192600929178298,93.57597613334656,0.01,0.05454545454545454,0.04061675684944411
100k,32,200,10,66,500,0.23192600929178298,93.57597613334656,0.006,0.05454545454545454,0.04061675684944411
100k,32,200,10,66,1000,0.23192600929178298,93.57597613334656,0.003,0.05454545454545454,0.04061675684944411
100k,32,200,10,72,10,0.24408299941569567,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,72,50,0.24408299941569567,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,72,100,0.24408299941569567,93.57597613334656,0.01,0.02702702702702703,0.015715605916658694
100k,32,200,10,72,300,0.24408299941569567,93.57597613334656,0.016666666666666666,0.13513513513513514,0.06631499775370978
100k,32,200,10,72,500,0.24408299941569567,93.57597613334656,0.01,0.13513513513513514,0.06631499775370978
100k,32,200,10,72,1000,0.24408299941569567,93.57597613334656,0.005,0.13513513513513514,0.06631499775370978
100k,32,200,10,99,10,0.22350798826664686,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,99,50,0.22350798826664686,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,99,100,0.22350798826664686,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,99,300,0.22350798826664686,93.57597613334656,0.01,0.14285714285714285,0.05627800485414819
100k,32,200,10,99,500,0.22350798826664686,93.57597613334656,0.006,0.14285714285714285,0.05627800485414819
100k,32,200,10,99,1000,0.22350798826664686,93.57597613334656,0.003,0.14285714285714285,0.05627800485414819
100k,32,200,10,101,10,0.23178098490461707,93.57597613334656,0.1,0.023255813953488372,0.22009176629808017
100k,32,200,10,101,50,0.23178098490461707,93.57597613334656,0.06,0.06976744186046512,0.12830947034239443
100k,32,200,10,101,100,0.23178098490461707,93.57597613334656,0.08,0.18604651162790697,0.19810484266284942
100k,32,200,10,101,300,0.23178098490461707,93.57597613334656,0.043333333333333335,0.3023255813953488,0.25788172720386643
100k,32,200,10,101,500,0.23178098490461707,93.57597613334656,0.026,0.3023255813953488,0.25788172720386643
100k,32,200,10,101,1000,0.23178098490461707,93.57597613334656,0.013,0.3023255813953488,0.25788172720386643
100k,32,200,10,56,10,0.21365098655223846,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,56,50,0.21365098655223846,93.57597613334656,0.02,0.0196078431372549,0.014883136784092805
100k,32,200,10,56,100,0.21365098655223846,93.57597613334656,0.03,0.058823529411764705,0.04013361135102376
100k,32,200,10,56,300,0.21365098655223846,93.57597613334656,0.013333333333333334,0.0784313725490196,0.05111480313856095
100k,32,200,10,56,500,0.21365098655223846,93.57597613334656,0.008,0.0784313725490196,0.05111480313856095
100k,32,200,10,56,1000,0.21365098655223846,93.57597613334656,0.004,0.0784313725490196,0.05111480313856095
100k,32,200,10,82,10,0.24007898173294961,93.57597613334656,0.2,0.03225806451612903,0.15139734109601002
100k,32,200,10,82,50,0.24007898173294961,93.57597613334656,0.04,0.03225806451612903,0.05333362217988321
100k,32,200,10,82,100,0.24007898173294961,93.57597613334656,0.04,0.06451612903225806,0.06636750574051901
100k,32,200,10,82,300,0.24007898173294961,93.57597613334656,0.056666666666666664,0.27419354838709675,0.17812154424627705
100k,32,200,10,82,500,0.24007898173294961,93.57597613334656,0.034,0.27419354838709675,0.17812154424627705
100k,32,200,10,82,1000,0.24007898173294961,93.57597613334656,0.017,0.27419354838709675,0.17812154424627705
100k,32,200,10,91,10,0.2196640125475824,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,91,50,0.2196640125475824,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,91,100,0.2196640125475824,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,91,300,0.2196640125475824,93.57597613334656,0.016666666666666666,0.078125,0.04460610711379716
100k,32,200,10,91,500,0.2196640125475824,93.57597613334656,0.01,0.078125,0.04460610711379716
100k,32,200,10,91,1000,0.2196640125475824,93.57597613334656,0.005,0.078125,0.04460610711379716
100k,32,200,10,92,10,0.24625100195407867,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,92,50,0.24625100195407867,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,92,100,0.24625100195407867,93.57597613334656,0.0,0.0,0.0
100k,32,200,10,92,300,0.24625100195407867,93.57597613334656,0.01,0.047619047619047616,0.02597936203740524
100k,32,200,10,92,500,0.24625100195407867,93.57597613334656,0.008,0.06349206349206349,0.033914627930353776
100k,32,200,10,92,1000,0.24625100195407867,93.57597613334656,0.004,0.06349206349206349,0.033914627930353776
100k,32,200,50,1,10,0.7407859957311302,93.57597613334656,1.0,0.136986301369863,1.0
100k,32,200,50,1,50,0.7407859957311302,93.57597613334656,0.4,0.273972602739726,0.5357696388036831
100k,32,200,50,1,100,0.7407859957311302,93.57597613334656,0.25,0.3424657534246575,0.4612774240176283
100k,32,200,50,1,300,0.7407859957311302,93.57597613334656,0.13,0.5342465753424658,0.5748806935787814
100k,32,200,50,1,500,0.7407859957311302,93.57597613334656,0.086,0.589041095890411,0.6029543685068698
100k,32,200,50,1,1000,0.7407859957311302,93.57597613334656,0.044,0.6027397260273972,0.6091990625627792
100k,32,200,50,2,10,0.4479069903027266,93.57597613334656,0.5,0.07692307692307693,0.5517854393872873
100k,32,200,50,2,50,0.4479069903027266,93.57597613334656,0.36,0.27692307692307694,0.414247542485619
100k,32,200,50,2,100,0.4479069903027266,93.57597613334656,0.24,0.36923076923076925,0.4073359875922085
100k,32,200,50,2,300,0.4479069903027266,93.57597613334656,0.12666666666666668,0.5846153846153846,0.5315330068144669
100k,32,200,50,2,500,0.4479069903027266,93.57597613334656,0.1,0.7692307692307693,0.6208797937134308
100k,32,200,50,2,1000,0.4479069903027266,93.57597613334656,0.053,0.8153846153846154,0.6421750320241351
100k,32,200,50,3,10,0.525392999406904,93.57597613334656,0.2,0.2857142857142857,0.16945984979943973
100k,32,200,50,3,50,0.525392999406904,93.57597613334656,0.12,0.8571428571428571,0.4363955046222898
100k,32,200,50,3,100,0.525392999406904,93.57597613334656,0.07,1.0,0.47905866519344764
100k,32,200,50,3,300,0.525392999406904,93.57597613334656,0.023333333333333334,1.0,0.47905866519344764
100k,32,200,50,3,500,0.525392999406904,93.57597613334656,0.014,1.0,0.47905866519344764
100k,32,200,50,3,1000,0.525392999406904,93.57597613334656,0.007,1.0,0.47905866519344764
100k,32,200,50,4,10,0.5004470003768802,93.57597613334656,0.9,0.10975609756097561,0.9052116356304493
100k,32,200,50,4,50,0.5004470003768802,93.57597613334656,0.54,0.32926829268292684,0.6300385827924883
100k,32,200,50,4,100,0.5004470003768802,93.57597613334656,0.32,0.3902439024390244,0.4896681268885788
100k,32,200,50,4,300,0.5004470003768802,93.57597613334656,0.18666666666666668,0.6829268292682927,0.6664810860752323
100k,32,200,50,4,500,0.5004470003768802,93.57597613334656,0.14,0.8536585365853658,0.756822290610362
100k,32,200,50,4,1000,0.5004470003768802,93.57597613334656,0.074,0.9024390243902439,0.780999457620808
100k,32,200,50,5,10,0.4995829949621111,93.57597613334656,1.0,0.11764705882352941,1.0
100k,32,200,50,5,50,0.4995829949621111,93.57597613334656,0.52,0.3058823529411765,0.636549647229996
100k,32,200,50,5,100,0.4995829949621111,93.57597613334656,0.37,0.43529411764705883,0.5345461529930373
100k,32,200,50,5,300,0.4995829949621111,93.57597613334656,0.18333333333333332,0.6470588235294118,0.6652943124187695
100k,32,200,50,5,500,0.4995829949621111,93.57597613334656,0.12,0.7058823529411765,0.6961400543436805
100k,32,200,50,5,1000,0.4995829949621111,93.57597613334656,0.061,0.7176470588235294,0.7020053262331764
100k,32,200,50,11,10,0.5155620165169239,93.57597613334656,0.2,0.06060606060606061,0.22400556151517553
100k,32,200,50,11,50,0.5155620165169239,93.57597613334656,0.12,0.18181818181818182,0.18833696253038046
100k,32,200,50,11,100,0.5155620165169239,93.57597613334656,0.09,0.2727272727272727,0.23486071800370953
100k,32,200,50,11,300,0.5155620165169239,93.57597613334656,0.056666666666666664,0.5151515151515151,0.34452620953667557
100k,32,200,50,11,500,0.5155620165169239,93.57597613334656,0.038,0.5757575757575758,0.3684652237378794
100k,32,200,50,11,1000,0.5155620165169239,93.57597613334656,0.019,0.5757575757575758,0.3684652237378794
100k,32,200,50,12,10,0.5709969846066087,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,12,50,0.5709969846066087,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,12,100,0.5709969846066087,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,12,300,0.5709969846066087,93.57597613334656,0.0033333333333333335,0.07692307692307693,0.02775415764594842
100k,32,200,50,12,500,0.5709969846066087,93.57597613334656,0.004,0.15384615384615385,0.04967149770410316
100k,32,200,50,12,1000,0.5709969846066087,93.57597613334656,0.002,0.15384615384615385,0.04967149770410316
100k,32,200,50,15,10,0.6115669966675341,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,15,50,0.6115669966675341,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,15,100,0.6115669966675341,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,15,300,0.6115669966675341,93.57597613334656,0.023333333333333334,0.18421052631578946,0.08531398698745521
100k,32,200,50,15,500,0.6115669966675341,93.57597613334656,0.026,0.34210526315789475,0.14951937526047945
100k,32,200,50,15,1000,0.6115669966675341,93.57597613334656,0.019,0.5,0.20879857716702913
100k,32,200,50,34,10,0.5195099802222103,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,34,50,0.5195099802222103,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,34,100,0.5195099802222103,93.57597613334656,0.03,0.08571428571428572,0.049046954281997936
100k,32,200,50,34,300,0.5195099802222103,93.57597613334656,0.03,0.2571428571428571,0.12548665434058923
100k,32,200,50,34,500,0.5195099802222103,93.57597613334656,0.026,0.37142857142857144,0.17071802948360718
100k,32,200,50,34,1000,0.5195099802222103,93.57597613334656,0.021,0.6,0.2560542089520302
100k,32,200,50,14,10,0.4648460017051548,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,14,50,0.4648460017051548,93.57597613334656,0.02,0.021739130434782608,0.01552463952337434
100k,32,200,50,14,100,0.4648460017051548,93.57597613334656,0.01,0.021739130434782608,0.01552463952337434
100k,32,200,50,14,300,0.4648460017051548,93.57597613334656,0.03333333333333333,0.21739130434782608,0.11151862611684388
100k,32,200,50,14,500,0.4648460017051548,93.57597613334656,0.032,0.34782608695652173,0.1685024324844907
100k,32,200,50,14,1000,0.4648460017051548,93.57597613334656,0.02,0.43478260869565216,0.20473622892604554
100k,32,200,50,27,10,0.47264000750146806,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,27,50,0.47264000750146806,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,27,100,0.47264000750146806,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,27,300,0.47264000750146806,93.57597613334656,0.01,0.09090909090909091,0.040159721170731896
100k,32,200,50,27,500,0.47264000750146806,93.57597613334656,0.02,0.30303030303030304,0.12385881208835399
100k,32,200,50,27,1000,0.47264000750146806,93.57597613334656,0.011,0.3333333333333333,0.13494489956327366
100k,32,200,50,66,10,0.46011499944143,93.57597613334656,0.1,0.01818181818181818,0.06625422345438903
100k,32,200,50,66,50,0.46011499944143,93.57597613334656,0.02,0.01818181818181818,0.02333976076433925
100k,32,200,50,66,100,0.46011499944143,93.57597613334656,0.01,0.01818181818181818,0.021866577706041675
100k,32,200,50,66,300,0.46011499944143,93.57597613334656,0.016666666666666666,0.09090909090909091,0.05864751438611477
100k,32,200,50,66,500,0.46011499944143,93.57597613334656,0.016,0.14545454545454545,0.0841028955093297
100k,32,200,50,66,1000,0.46011499944143,93.57597613334656,0.011,0.2,0.10817423029388229
100k,32,200,50,72,10,0.5437640065792948,93.57597613334656,0.0,0.0,0.0
100k,32,200,50,72,50,0.5437640065792948,93.57597613334656,0.02,0.02702702702702703,0.018519414052801508
100k,32,200,50,72,100,0.5437640065792948,93.57597613334656,0.02,0.05405405405405406,0.03311595884818344
100k,32,200,50,72,300,0.5437640065792948,93.57597613334656,0.02,0.16216216216216217,0.08121898471776386
100k,32,200,50,72,500,0.5437640065792948,93.57597613334656,0.02,0.2702702702702703,0.12499182843374765
