tier,M,ef_construction,ef_search,query_id,k,query_latency_ms,index_build_s,precision,recall,ndcg
100k,16,40,100,4,500,0.40120998164638877,16.684499502182007,0.142,0.8658536585365854,0.7657491555984126
100k,16,40,100,4,1000,0.40120998164638877,16.684499502182007,0.073,0.8902439024390244,0.7779361133359987
100k,16,40,100,5,10,0.4588630108628422,16.684499502182007,1.0,0.11764705882352941,1.0
100k,16,40,100,5,50,0.4588630108628422,16.684499502182007,0.54,0.3176470588235294,0.650760117637129
100k,16,40,100,5,100,0.4588630108628422,16.684499502182007,0.39,0.4588235294117647,0.5515367297246128
100k,16,40,100,5,300,0.4588630108628422,16.684499502182007,0.18666666666666668,0.6588235294117647,0.6764373682679132
100k,16,40,100,5,500,0.4588630108628422,16.684499502182007,0.126,0.7411764705882353,0.7196012573828513
100k,16,40,100,5,1000,0.4588630108628422,16.684499502182007,0.064,0.7529411764705882,0.7254583856070526
100k,16,40,100,11,10,0.46527700033038855,16.684499502182007,0.2,0.06060606060606061,0.22400556151517553
100k,16,40,100,11,50,0.46527700033038855,16.684499502182007,0.12,0.18181818181818182,0.18864448449108387
100k,16,40,100,11,100,0.46527700033038855,16.684499502182007,0.09,0.2727272727272727,0.23523931808923343
100k,16,40,100,11,300,0.46527700033038855,16.684499502182007,0.06,0.5454545454545454,0.3623679280098099
100k,16,40,100,11,500,0.46527700033038855,16.684499502182007,0.038,0.5757575757575758,0.3747595696951744
100k,16,40,100,11,1000,0.46527700033038855,16.684499502182007,0.021,0.6363636363636364,0.3971184198146962
100k,16,40,100,12,10,0.46300599933601916,16.684499502182007,0.0,0.0,0.0
100k,16,40,100,12,50,0.46300599933601916,16.684499502182007,0.0,0.0,0.0
100k,16,40,100,12,100,0.46300599933601916,16.684499502182007,0.0,0.0,0.0
100k,16,40,100,12,300,0.46300599933601916,16.684499502182007,0.0033333333333333335,0.07692307692307693,0.027482533980607855
100k,16,40,100,12,500,0.46300599933601916,16.684499502182007,0.008,0.3076923076923077,0.09300644239272514
100k,16,40,100,12,1000,0.46300599933601916,16.684499502182007,0.006,0.46153846153846156,0.13424200642635975
100k,16,40,100,15,10,0.58405299205333,16.684499502182007,0.0,0.0,0.0
