query_id,k,precision,recall,f1,ndcg
84,100,1.0,0.1,0.18181818181818182,1.0
84,300,1.0,0.3,0.4615384615384615,1.0
84,500,1.0,0.5,0.6666666666666666,1.0
84,1000,0.991,0.991,0.991,0.9924893275611729
85,10,1.0,0.01,0.019801980198019802,1.0
85,50,1.0,0.05,0.09523809523809523,1.0
85,100,1.0,0.1,0.18181818181818182,1.0
85,300,1.0,0.3,0.4615384615384615,1.0
85,500,1.0,0.5,0.6666666666666666,1.0
85,1000,0.994,0.994,0.994,0.9950410950923751
86,10,1.0,0.01,0.019801980198019802,1.0
86,50,1.0,0.05,0.09523809523809523,1.0
86,100,0.98,0.098,0.17818181818181816,0.9842141030008293
86,300,0.9933333333333333,0.298,0.4584615384615384,0.9930235618112183
86,500,0.988,0.494,0.6586666666666667,0.9888817818659467
86,1000,0.93,0.93,0.93,0.9406469406938646
87,10,1.0,0.01,0.019801980198019802,1.0
87,50,1.0,0.05,0.09523809523809523,1.0
87,100,0.98,0.098,0.17818181818181816,0.9844422058156865
87,300,0.9733333333333334,0.292,0.44923076923076916,0.9768368935389424
87,500,0.96,0.48,0.64,0.9647646375329736
87,1000,0.88,0.88,0.88,0.8959560915738746
88,10,1.0,0.01,0.019801980198019802,1.0
88,50,1.0,0.05,0.09523809523809523,1.0
88,100,1.0,0.1,0.18181818181818182,1.0
88,300,1.0,0.3,0.4615384615384615,1.0
88,500,1.0,0.5,0.6666666666666666,1.0
88,1000,0.985,0.985,0.985,0.987697754973028
89,10,1.0,0.01,0.019801980198019802,1.0
89,50,1.0,0.05,0.09523809523809523,1.0
89,100,1.0,0.1,0.18181818181818182,1.0
89,300,0.9966666666666667,0.299,0.45999999999999996,0.9973522745359087
89,500,0.98,0.49,0.6533333333333333,0.9833257307943835
89,1000,0.935,0.935,0.935,0.9445053317613509
90,10,0.9,0.009,0.01782178217821782,0.9266360779006401
90,50,0.98,0.049,0.09333333333333334,0.9741556643296639
90,100,0.96,0.096,0.17454545454545453,0.9601398885570088
90,300,0.9633333333333334,0.289,0.44461538461538463,0.9632846034591351
90,500,0.926,0.463,0.6173333333333334,0.9328428484323582
90,1000,0.813,0.813,0.813,0.8344900087030969
91,10,1.0,0.01,0.019801980198019802,1.0
91,50,1.0,0.05,0.09523809523809523,1.0
91,100,0.97,0.097,0.1763636363636364,0.9779111729200686
91,300,0.9333333333333333,0.28,0.4307692307692308,0.9447607186539698
91,500,0.876,0.438,0.584,0.8945987558864189
91,1000,0.669,0.669,0.669,0.7113025713496051
92,10,0.9,0.009,0.01782178217821782,0.914856882358379
92,50,0.98,0.049,0.09333333333333334,0.9700061385844562
92,100,0.94,0.094,0.1709090909090909,0.9434323599343645
92,300,0.9266666666666666,0.278,0.4276923076923077,0.9301539612947715
92,500,0.88,0.44,0.5866666666666667,0.8909788954349429
92,1000,0.815,0.815,0.815,0.8317632446671864
93,10,1.0,0.01,0.019801980198019802,1.0
93,50,0.96,0.048,0.09142857142857141,0.970535028485924
93,100,0.98,0.098,0.17818181818181816,0.9818502650460262
93,300,0.9866666666666667,0.296,0.4553846153846154,0.9866134956833081
93,500,0.926,0.463,0.6173333333333334,0.9363810206595681
93,1000,0.782,0.782,0.782,0.8113152429005592
94,10,1.0,0.01,0.019801980198019802,1.0
94,50,0.98,0.049,0.09333333333333334,0.9796359917585231
94,100,0.99,0.099,0.18,0.9874562460714827
94,300,0.9766666666666667,0.293,0.45076923076923076,0.9788706845424009
94,500,0.968,0.484,0.6453333333333333,0.9710230353707228
94,1000,0.848,0.848,0.848,0.8690848663951701
95,10,1.0,0.01,0.019801980198019802,1.0
95,50,1.0,0.05,0.09523809523809523,1.0
95,100,1.0,0.1,0.18181818181818182,1.0
95,300,1.0,0.3,0.4615384615384615,1.0
95,500,0.998,0.499,0.6653333333333333,0.9984005372484807
95,1000,0.936,0.936,0.936,0.9470193710513227
96,10,1.0,0.01,0.019801980198019802,1.0
96,50,1.0,0.05,0.09523809523809523,1.0
96,100,0.99,0.099,0.18,0.9917762003697378
96,300,0.9966666666666667,0.299,0.45999999999999996,0.9963655641614497
96,500,0.996,0.498,0.664,0.995874102686544
96,1000,0.976,0.976,0.976,0.979334212322747
97,10,1.0,0.01,0.019801980198019802,1.0
97,50,0.92,0.046,0.08761904761904762,0.9440617973881572
97,100,0.93,0.093,0.16909090909090907,0.9427159561537333
97,300,0.9033333333333333,0.271,0.416923076923077,0.9136370349840303
97,500,0.918,0.459,0.612,0.9224420606501953
97,1000,0.82,0.82,0.82,0.8381008249900751
98,10,0.9,0.009,0.01782178217821782,0.914856882358379
98,50,0.94,0.047,0.08952380952380952,0.9350953917507263
98,100,0.95,0.095,0.17272727272727273,0.9438165049124853
98,300,0.8166666666666667,0.245,0.37692307692307697,0.8361276131136272
98,500,0.772,0.386,0.5146666666666667,0.7933855698614142
98,1000,0.655,0.655,0.655,0.6847767295710896
99,10,1.0,0.01,0.019801980198019802,1.0
99,50,1.0,0.05,0.09523809523809523,1.0
99,100,1.0,0.1,0.18181818181818182,1.0
99,300,0.9633333333333334,0.289,0.44461538461538463,0.970817322211664
99,500,0.806,0.403,0.5373333333333333,0.8402998507997615
99,1000,0.58,0.58,0.58,0.6340322512311767
100,10,1.0,0.01,0.019801980198019802,1.0
100,50,0.98,0.049,0.09333333333333334,0.9852259760043575
100,100,0.98,0.098,0.17818181818181816,0.9827117482683525
100,300,0.9833333333333333,0.295,0.4538461538461538,0.9837937528473799
100,500,0.968,0.484,0.6453333333333333,0.9710449929796048
100,1000,0.884,0.884,0.884,0.8993482367979282
101,10,1.0,0.01,0.019801980198019802,1.0
101,50,1.0,0.05,0.09523809523809523,1.0
101,100,0.99,0.099,0.18,0.9927959037357916
101,300,0.9933333333333333,0.298,0.4584615384615384,0.9941960121153065
101,500,0.966,0.483,0.644,0.9714591170448534
101,1000,0.839,0.839,0.839,0.8629057938612682
