query_id,k,precision,recall,f1,ndcg
35,500,0.982,0.491,0.6546666666666667,0.9837216464363442
35,1000,0.883,0.883,0.883,0.9000401465952611
36,10,1.0,0.01,0.019801980198019802,1.0
36,50,0.96,0.048,0.09142857142857141,0.9703428392202647
36,100,0.96,0.096,0.17454545454545453,0.9660860400186861
36,300,0.93,0.279,0.42923076923076925,0.9384659876288279
36,500,0.874,0.437,0.5826666666666667,0.8911178366704626
36,1000,0.662,0.662,0.662,0.7052979798539329
37,10,1.0,0.01,0.019801980198019802,1.0
37,50,0.98,0.049,0.09333333333333334,0.9796359917585231
37,100,0.97,0.097,0.1763636363636364,0.9720000600614319
37,300,0.97,0.291,0.44769230769230767,0.9707527886812749
37,500,0.978,0.489,0.6519999999999999,0.9770592414504392
37,1000,0.949,0.949,0.949,0.953537361634049
38,10,1.0,0.01,0.019801980198019802,1.0
38,50,0.94,0.047,0.08952380952380952,0.943971675262933
38,100,0.87,0.087,0.15818181818181817,0.8879385606856444
38,300,0.94,0.282,0.4338461538461538,0.9373471681208592
38,500,0.866,0.433,0.5773333333333334,0.8769640851593586
38,1000,0.795,0.795,0.795,0.8130049118164611
39,10,1.0,0.01,0.019801980198019802,1.0
39,50,0.98,0.049,0.09333333333333334,0.985963223074562
39,100,0.98,0.098,0.17818181818181816,0.9836380223806922
39,300,0.9666666666666667,0.29,0.4461538461538462,0.9701951367297625
39,500,0.972,0.486,0.648,0.9734272038917354
39,1000,0.898,0.898,0.898,0.9108932727170139
40,10,1.0,0.01,0.019801980198019802,1.0
40,50,1.0,0.05,0.09523809523809523,1.0
40,100,1.0,0.1,0.18181818181818182,1.0
40,300,0.96,0.288,0.443076923076923,0.9683842985296794
40,500,0.884,0.442,0.5893333333333334,0.9033878534790456
40,1000,0.675,0.675,0.675,0.7172852472121352
41,10,1.0,0.01,0.019801980198019802,1.0
41,50,1.0,0.05,0.09523809523809523,1.0
41,100,1.0,0.1,0.18181818181818182,1.0
41,300,0.9966666666666667,0.299,0.45999999999999996,0.9974350560329776
41,500,0.998,0.499,0.6653333333333333,0.9982776411806856
41,1000,0.962,0.962,0.962,0.9683980135819914
42,10,1.0,0.01,0.019801980198019802,1.0
42,50,0.96,0.048,0.09142857142857141,0.9713266144755014
42,100,0.88,0.088,0.16,0.9057046962642218
42,300,0.8733333333333333,0.262,0.4030769230769231,0.8822303813469042
42,500,0.888,0.444,0.592,0.8914641018182754
42,1000,0.793,0.793,0.793,0.8102781437997423
43,10,1.0,0.01,0.019801980198019802,1.0
43,50,0.98,0.049,0.09333333333333334,0.9857983371847121
43,100,0.99,0.099,0.18,0.9912521070695743
43,300,0.9966666666666667,0.299,0.45999999999999996,0.9961339457419239
43,500,0.996,0.498,0.664,0.9958132448627078
43,1000,0.905,0.905,0.905,0.9201905621971063
44,10,1.0,0.01,0.019801980198019802,1.0
