method,query,k,ndcg,precision,recall,f1,overlap
Our MiniLM (98K),manufacturing automation companies,30,0.9381,0.9667,0.029,0.0563,1
Our MiniLM (98K),manufacturing automation companies,50,0.9222,0.94,0.047,0.0895,2
Our MiniLM (98K),manufacturing automation companies,100,0.9317,0.95,0.095,0.1727,12
Our MiniLM (98K),manufacturing automation companies,200,0.9164,0.925,0.185,0.3083,44
Our MiniLM (98K),manufacturing automation companies,500,0.8992,0.898,0.449,0.5987,255
Our MiniLM (98K),manufacturing automation companies,816,0.8376,0.8223,0.671,0.739,559
Our MiniLM (98K),robotics companies,10,0.9639,0.4,0.0272,0.051,2
Our MiniLM (98K),robotics companies,30,0.9651,0.3667,0.0748,0.1243,4
Our MiniLM (98K),robotics companies,50,0.9703,0.4,0.1361,0.203,12
Our MiniLM (98K),robotics companies,100,0.9741,0.3,0.2041,0.2429,23
Our MiniLM (98K),robotics companies,200,0.9732,0.27,0.3673,0.3112,65
Our MiniLM (98K),robotics companies,500,0.9572,0.192,0.6531,0.2968,275
Our MiniLM (98K),robotics companies,816,0.9315,0.1605,0.8912,0.2721,629
Our MiniLM (98K),3D printing companies,10,0.9562,1.0,0.01,0.0198,0
Our MiniLM (98K),3D printing companies,30,0.9415,0.9667,0.029,0.0563,1
Our MiniLM (98K),3D printing companies,50,0.954,0.98,0.049,0.0933,5
Our MiniLM (98K),3D printing companies,100,0.9649,0.99,0.099,0.18,17
Our MiniLM (98K),3D printing companies,200,0.9743,0.995,0.199,0.3317,50
Our MiniLM (98K),3D printing companies,500,0.9859,0.998,0.499,0.6653,264
Our MiniLM (98K),3D printing companies,816,0.9882,0.9939,0.811,0.8932,669
Our MiniLM (98K),packaging companies,10,0.9739,1.0,0.01,0.0198,0
Our MiniLM (98K),packaging companies,30,0.9763,1.0,0.03,0.0583,0
Our MiniLM (98K),packaging companies,50,0.9782,1.0,0.05,0.0952,1
Our MiniLM (98K),packaging companies,100,0.9817,1.0,0.1,0.1818,10
Our MiniLM (98K),packaging companies,200,0.9859,1.0,0.2,0.3333,39
Our MiniLM (98K),packaging companies,500,0.9903,0.998,0.499,0.6653,252
Our MiniLM (98K),packaging companies,816,0.9869,0.989,0.807,0.8888,665
Our MiniLM (98K),food processing companies,10,0.9733,1.0,0.01,0.0198,1
Our MiniLM (98K),food processing companies,30,0.9671,1.0,0.03,0.0583,3
Our MiniLM (98K),food processing companies,50,0.9677,1.0,0.05,0.0952,5
Our MiniLM (98K),food processing companies,100,0.9499,0.97,0.097,0.1764,18
Our MiniLM (98K),food processing companies,200,0.9555,0.975,0.195,0.325,52
Our MiniLM (98K),food processing companies,500,0.9543,0.962,0.481,0.6413,283
Our MiniLM (98K),food processing companies,816,0.9148,0.9081,0.741,0.8161,614
Our MiniLM (98K),beverage companies,10,0.9559,0.7,0.0237,0.0459,1
Our MiniLM (98K),beverage companies,30,0.9657,0.7,0.0712,0.1292,5
Our MiniLM (98K),beverage companies,50,0.967,0.58,0.0983,0.1681,9
Our MiniLM (98K),beverage companies,100,0.9723,0.42,0.1424,0.2127,21
Our MiniLM (98K),beverage companies,200,0.9791,0.445,0.3017,0.3596,70
Our MiniLM (98K),beverage companies,500,0.9879,0.354,0.6,0.4453,294
Our MiniLM (98K),beverage companies,816,0.9929,0.3064,0.8475,0.45,673
Our MiniLM (98K),mining companies,10,0.978,0.8,0.1026,0.1818,0
Our MiniLM (98K),mining companies,30,0.971,0.3667,0.141,0.2037,7
Our MiniLM (98K),mining companies,50,0.9723,0.26,0.1667,0.2031,12
Our MiniLM (98K),mining companies,100,0.9751,0.17,0.2179,0.191,21
Our MiniLM (98K),mining companies,200,0.9804,0.16,0.4103,0.2302,54
Our MiniLM (98K),mining companies,500,0.9849,0.112,0.7179,0.1938,302
Our MiniLM (98K),mining companies,816,0.9608,0.0895,0.9359,0.1633,653
Our MiniLM (98K),oil and gas companies,10,0.9651,0.9,0.0135,0.0265,2
Our MiniLM (98K),oil and gas companies,30,0.9653,0.7333,0.0329,0.063,3
Our MiniLM (98K),oil and gas companies,50,0.9685,0.78,0.0584,0.1086,6
Our MiniLM (98K),oil and gas companies,100,0.9725,0.78,0.1168,0.2031,15
Our MiniLM (98K),oil and gas companies,200,0.9779,0.745,0.2231,0.3433,58
Our MiniLM (98K),oil and gas companies,500,0.9805,0.734,0.5494,0.6284,298
Our MiniLM (98K),oil and gas companies,816,0.9525,0.6581,0.8039,0.7237,648
Our MiniLM (98K),energy storage companies,10,0.9584,0.9,0.0167,0.0328,1
Our MiniLM (98K),energy storage companies,30,0.9629,0.7333,0.0409,0.0775,5
Our MiniLM (98K),energy storage companies,50,0.9664,0.74,0.0688,0.1259,8
Our MiniLM (98K),energy storage companies,100,0.9707,0.72,0.1338,0.2257,22
Our MiniLM (98K),energy storage companies,200,0.9734,0.73,0.2714,0.3957,63
Our MiniLM (98K),energy storage companies,500,0.9289,0.616,0.5725,0.5934,290
Our MiniLM (98K),energy storage companies,816,0.8506,0.5086,0.7714,0.613,564
Our MiniLM (98K),waste management companies,10,0.9664,1.0,0.01,0.0198,1
Our MiniLM (98K),waste management companies,30,0.9714,1.0,0.03,0.0583,1
Our MiniLM (98K),waste management companies,50,0.9752,1.0,0.05,0.0952,2
Our MiniLM (98K),waste management companies,100,0.9808,1.0,0.1,0.1818,16
Our MiniLM (98K),waste management companies,200,0.9857,1.0,0.2,0.3333,46
Our MiniLM (98K),waste management companies,500,0.9902,0.998,0.499,0.6653,242
Our MiniLM (98K),waste management companies,816,0.9928,0.9963,0.813,0.8954,664
Our MiniLM (98K),water treatment companies,10,0.9815,1.0,0.01,0.0198,1
Our MiniLM (98K),water treatment companies,30,0.9815,1.0,0.03,0.0583,3
Our MiniLM (98K),water treatment companies,50,0.9815,1.0,0.05,0.0952,5
Our MiniLM (98K),water treatment companies,100,0.9847,1.0,0.1,0.1818,16
Our MiniLM (98K),water treatment companies,200,0.9877,1.0,0.2,0.3333,48
Our MiniLM (98K),water treatment companies,500,0.9932,1.0,0.5,0.6667,263
Our MiniLM (98K),water treatment companies,816,0.9958,0.9988,0.815,0.8976,665
Our MiniLM (98K),aerospace companies,10,0.9537,0.6,0.0258,0.0494,1
Our MiniLM (98K),aerospace companies,30,0.9664,0.5333,0.0687,0.1217,9
Our MiniLM (98K),aerospace companies,50,0.9667,0.44,0.0944,0.1555,10
Our MiniLM (98K),aerospace companies,100,0.9716,0.4,0.1717,0.2402,25
Our MiniLM (98K),aerospace companies,200,0.9734,0.37,0.3176,0.3418,67
Our MiniLM (98K),aerospace companies,500,0.9768,0.292,0.6266,0.3984,280
Our MiniLM (98K),aerospace companies,816,0.9639,0.2451,0.8584,0.3813,662
Our MiniLM (98K),defense contractors,10,0.9168,0.1,0.0312,0.0476,0
Our MiniLM (98K),defense contractors,30,0.9289,0.1,0.0938,0.0968,3
Our MiniLM (98K),defense contractors,50,0.939,0.1,0.1562,0.122,8
Our MiniLM (98K),defense contractors,100,0.9083,0.09,0.2812,0.1364,25
Our MiniLM (98K),defense contractors,200,0.9069,0.09,0.5625,0.1552,63
Our MiniLM (98K),defense contractors,500,0.8627,0.046,0.7188,0.0865,249
Our MiniLM (98K),defense contractors,816,0.7501,0.0306,0.7812,0.059,496
Our MiniLM (98K),transportation companies,10,0.5939,0.6,0.0073,0.0144,0
Our MiniLM (98K),transportation companies,30,0.534,0.5,0.0182,0.0351,1
Our MiniLM (98K),transportation companies,50,0.4654,0.42,0.0255,0.048,2
Our MiniLM (98K),transportation companies,100,0.513,0.45,0.0545,0.0973,11
Our MiniLM (98K),transportation companies,200,0.5094,0.45,0.1091,0.1756,33
Our MiniLM (98K),transportation companies,500,0.4719,0.376,0.2279,0.2838,112
Our MiniLM (98K),transportation companies,816,0.4497,0.3664,0.3624,0.3644,297
Our MiniLM (98K),shipping companies,10,0.9645,1.0,0.01,0.0198,0
Our MiniLM (98K),shipping companies,30,0.845,0.8333,0.025,0.0485,1
Our MiniLM (98K),shipping companies,50,0.8566,0.86,0.043,0.0819,2
Our MiniLM (98K),shipping companies,100,0.7932,0.78,0.078,0.1418,10
Our MiniLM (98K),shipping companies,200,0.7279,0.705,0.141,0.235,30
Our MiniLM (98K),shipping companies,500,0.5721,0.532,0.266,0.3547,150
Our MiniLM (98K),shipping companies,816,0.4979,0.4571,0.373,0.4108,316
Our MiniLM (98K),trucking companies,10,0.964,1.0,0.01,0.0198,0
Our MiniLM (98K),trucking companies,30,0.9483,0.9667,0.029,0.0563,4
Our MiniLM (98K),trucking companies,50,0.9452,0.96,0.048,0.0914,10
Our MiniLM (98K),trucking companies,100,0.9375,0.95,0.095,0.1727,20
Our MiniLM (98K),trucking companies,200,0.9504,0.965,0.193,0.3217,49
Our MiniLM (98K),trucking companies,500,0.9573,0.966,0.483,0.644,263
Our MiniLM (98K),trucking companies,816,0.9123,0.9056,0.739,0.8139,615
Our MiniLM (98K),freight forwarding companies,10,0.972,1.0,0.01,0.0198,0
Our MiniLM (98K),freight forwarding companies,30,0.953,0.9667,0.029,0.0563,1
Our MiniLM (98K),freight forwarding companies,50,0.9626,0.98,0.049,0.0933,2
Our MiniLM (98K),freight forwarding companies,100,0.9497,0.96,0.096,0.1745,5
Our MiniLM (98K),freight forwarding companies,200,0.9552,0.965,0.193,0.3217,35
Our MiniLM (98K),freight forwarding companies,500,0.9459,0.948,0.474,0.632,260
Our MiniLM (98K),freight forwarding companies,816,0.8843,0.8713,0.711,0.783,587
Our MiniLM (98K),warehousing companies,10,0.9583,0.7,0.0119,0.0233,3
Our MiniLM (98K),warehousing companies,30,0.9619,0.8,0.0407,0.0774,3
Our MiniLM (98K),warehousing companies,50,0.9371,0.74,0.0627,0.1156,6
Our MiniLM (98K),warehousing companies,100,0.9307,0.67,0.1136,0.1942,16
Our MiniLM (98K),warehousing companies,200,0.8738,0.635,0.2153,0.3215,47
Our MiniLM (98K),warehousing companies,500,0.6612,0.44,0.3729,0.4037,191
Our MiniLM (98K),warehousing companies,816,0.5138,0.3137,0.4339,0.3642,323
Our MiniLM (98K),cold storage companies,10,0.9594,1.0,0.01,0.0198,0
Our MiniLM (98K),cold storage companies,30,0.9619,1.0,0.03,0.0583,3
Our MiniLM (98K),cold storage companies,50,0.9649,1.0,0.05,0.0952,4
Our MiniLM (98K),cold storage companies,100,0.9687,1.0,0.1,0.1818,14
Our MiniLM (98K),cold storage companies,200,0.9742,1.0,0.2,0.3333,53
Our MiniLM (98K),cold storage companies,500,0.9794,0.992,0.496,0.6613,283
Our MiniLM (98K),cold storage companies,816,0.9517,0.9498,0.775,0.8535,657
Our MiniLM (98K),retail technology companies,10,0.9473,1.0,0.0206,0.0404,0
Our MiniLM (98K),retail technology companies,30,0.9326,0.8,0.0495,0.0932,1
Our MiniLM (98K),retail technology companies,50,0.9,0.64,0.066,0.1196,3
Our MiniLM (98K),retail technology companies,100,0.8998,0.59,0.1216,0.2017,18
Our MiniLM (98K),retail technology companies,200,0.8415,0.51,0.2103,0.2978,55
Our MiniLM (98K),retail technology companies,500,0.73,0.392,0.4041,0.398,199
Our MiniLM (98K),retail technology companies,816,0.6419,0.3284,0.5526,0.412,419
Our MiniLM (98K),point of sale systems providers,10,0.9692,1.0,0.01,0.0198,1
Our MiniLM (98K),point of sale systems providers,30,0.9705,1.0,0.03,0.0583,2
Our MiniLM (98K),point of sale systems providers,50,0.9724,1.0,0.05,0.0952,5
Our MiniLM (98K),point of sale systems providers,100,0.9688,0.99,0.099,0.18,25
Our MiniLM (98K),point of sale systems providers,200,0.9652,0.98,0.196,0.3267,78
Our MiniLM (98K),point of sale systems providers,500,0.9278,0.926,0.463,0.6173,296
Our MiniLM (98K),point of sale systems providers,816,0.8585,0.8395,0.685,0.7544,583
Our MiniLM (98K),inventory management software,10,0.9583,1.0,0.01,0.0198,0
Our MiniLM (98K),inventory management software,30,0.9677,1.0,0.03,0.0583,7
Our MiniLM (98K),inventory management software,50,0.9683,1.0,0.05,0.0952,14
Our MiniLM (98K),inventory management software,100,0.9599,0.98,0.098,0.1782,39
Our MiniLM (98K),inventory management software,200,0.9483,0.96,0.192,0.32,103
Our MiniLM (98K),inventory management software,500,0.8416,0.822,0.411,0.548,291
Our MiniLM (98K),inventory management software,816,0.7744,0.7439,0.607,0.6685,536
Our MiniLM (98K),customer relationship management (CRM) software,10,0.9502,0.8,0.0095,0.0188,1
Our MiniLM (98K),customer relationship management (CRM) software,30,0.9574,0.8667,0.0308,0.0596,5
Our MiniLM (98K),customer relationship management (CRM) software,50,0.9618,0.9,0.0534,0.1008,10
Our MiniLM (98K),customer relationship management (CRM) software,100,0.9688,0.93,0.1103,0.1972,32
Our MiniLM (98K),customer relationship management (CRM) software,200,0.9754,0.91,0.2159,0.349,89
Our MiniLM (98K),customer relationship management (CRM) software,500,0.9844,0.89,0.5279,0.6627,330
Our MiniLM (98K),customer relationship management (CRM) software,816,0.944,0.81,0.7841,0.7969,648
Our MiniLM (98K),enterprise resource planning (ERP) systems,10,0.9546,1.0,0.01,0.0198,0
Our MiniLM (98K),enterprise resource planning (ERP) systems,30,0.9163,0.9333,0.028,0.0544,2
Our MiniLM (98K),enterprise resource planning (ERP) systems,50,0.8765,0.88,0.044,0.0838,4
Our MiniLM (98K),enterprise resource planning (ERP) systems,100,0.9014,0.92,0.092,0.1673,18
Our MiniLM (98K),enterprise resource planning (ERP) systems,200,0.8621,0.865,0.173,0.2883,58
Our MiniLM (98K),enterprise resource planning (ERP) systems,500,0.7799,0.764,0.382,0.5093,220
Our MiniLM (98K),enterprise resource planning (ERP) systems,816,0.7186,0.6936,0.566,0.6233,470
Our MiniLM (98K),business intelligence (BI) companies,10,0.9683,0.9,0.0112,0.0221,1
Our MiniLM (98K),business intelligence (BI) companies,30,0.9671,0.8667,0.0323,0.0624,3
Our MiniLM (98K),business intelligence (BI) companies,50,0.9684,0.88,0.0547,0.103,8
Our MiniLM (98K),business intelligence (BI) companies,100,0.9759,0.92,0.1144,0.2035,29
Our MiniLM (98K),business intelligence (BI) companies,200,0.9772,0.915,0.2276,0.3645,82
Our MiniLM (98K),business intelligence (BI) companies,500,0.9674,0.85,0.5286,0.6518,304
Our MiniLM (98K),business intelligence (BI) companies,816,0.8634,0.7096,0.7201,0.7148,585
Our MiniLM (98K),IT consulting firms,10,0.9684,1.0,0.01,0.0198,0
Our MiniLM (98K),IT consulting firms,30,0.973,1.0,0.03,0.0583,0
Our MiniLM (98K),IT consulting firms,50,0.9624,0.98,0.049,0.0933,1
Our MiniLM (98K),IT consulting firms,100,0.9487,0.96,0.096,0.1745,4
Our MiniLM (98K),IT consulting firms,200,0.9294,0.935,0.187,0.3117,36
Our MiniLM (98K),IT consulting firms,500,0.8835,0.876,0.438,0.584,227
Our MiniLM (98K),IT consulting firms,816,0.8199,0.8002,0.653,0.7192,537
Our MiniLM (98K),cybersecurity solutions providers,10,0.5438,0.5,0.005,0.0099,0
Our MiniLM (98K),cybersecurity solutions providers,30,0.6403,0.6667,0.02,0.0388,0
Our MiniLM (98K),cybersecurity solutions providers,50,0.6388,0.66,0.033,0.0629,3
Our MiniLM (98K),cybersecurity solutions providers,100,0.6428,0.66,0.066,0.12,14
Our MiniLM (98K),cybersecurity solutions providers,200,0.578,0.575,0.115,0.1917,34
Our MiniLM (98K),cybersecurity solutions providers,500,0.538,0.53,0.265,0.3533,148
Our MiniLM (98K),cybersecurity solutions providers,816,0.4949,0.4792,0.391,0.4306,322
Our MiniLM (98K),cloud security providers,10,0.9628,0.8,0.0488,0.092,1
Our MiniLM (98K),cloud security providers,30,0.9462,0.5,0.0915,0.1546,7
Our MiniLM (98K),cloud security providers,50,0.8891,0.44,0.1341,0.2056,13
Our MiniLM (98K),cloud security providers,100,0.831,0.37,0.2256,0.2803,27
Our MiniLM (98K),cloud security providers,200,0.7646,0.34,0.4146,0.3736,85
Our MiniLM (98K),cloud security providers,500,0.5081,0.184,0.561,0.2771,184
Our MiniLM (98K),cloud security providers,816,0.3827,0.1275,0.6341,0.2122,245
Our MiniLM (98K),managed service providers (MSPs),10,0.9324,0.4,0.0154,0.0296,1
Our MiniLM (98K),managed service providers (MSPs),30,0.9317,0.3,0.0346,0.0621,1
Our MiniLM (98K),managed service providers (MSPs),50,0.9417,0.38,0.0731,0.1226,7
Our MiniLM (98K),managed service providers (MSPs),100,0.9534,0.41,0.1577,0.2278,23
Our MiniLM (98K),managed service providers (MSPs),200,0.9656,0.4,0.3077,0.3478,71
Our MiniLM (98K),managed service providers (MSPs),500,0.9598,0.348,0.6692,0.4579,297
Our MiniLM (98K),managed service providers (MSPs),816,0.8797,0.2757,0.8654,0.4182,601
Our MiniLM (98K),remote monitoring and management (RMM) software,10,0.9506,0.6,0.0984,0.169,4
Our MiniLM (98K),remote monitoring and management (RMM) software,30,0.9628,0.4667,0.2295,0.3077,12
Our MiniLM (98K),remote monitoring and management (RMM) software,50,0.9644,0.36,0.2951,0.3243,18
Our MiniLM (98K),remote monitoring and management (RMM) software,100,0.935,0.31,0.5082,0.3851,43
Our MiniLM (98K),remote monitoring and management (RMM) software,200,0.8956,0.205,0.6721,0.3142,89
Our MiniLM (98K),remote monitoring and management (RMM) software,500,0.7745,0.102,0.8361,0.1818,240
Our MiniLM (98K),remote monitoring and management (RMM) software,816,0.6539,0.0686,0.918,0.1277,436
Our MiniLM (98K),data center providers,10,0.9584,0.8,0.0199,0.0387,3
Our MiniLM (98K),data center providers,30,0.9414,0.7333,0.0546,0.1016,4
Our MiniLM (98K),data center providers,50,0.9488,0.68,0.0844,0.1501,4
Our MiniLM (98K),data center providers,100,0.936,0.59,0.1464,0.2346,17
Our MiniLM (98K),data center providers,200,0.9435,0.55,0.273,0.3648,54
Our MiniLM (98K),data center providers,500,0.9198,0.484,0.6005,0.536,285
Our MiniLM (98K),data center providers,816,0.8324,0.3873,0.7841,0.5185,575
Our MiniLM (98K),web hosting companies,10,0.9911,1.0,0.01,0.0198,2
Our MiniLM (98K),web hosting companies,30,0.9902,1.0,0.03,0.0583,2
Our MiniLM (98K),web hosting companies,50,0.9893,1.0,0.05,0.0952,2
Our MiniLM (98K),web hosting companies,100,0.9823,0.99,0.099,0.18,5
Our MiniLM (98K),web hosting companies,200,0.9864,0.995,0.199,0.3317,17
Our MiniLM (98K),web hosting companies,500,0.9926,0.998,0.499,0.6653,165
Our MiniLM (98K),web hosting companies,816,0.9325,0.9216,0.752,0.8282,569
Our MiniLM (98K),domain name registrars,10,0.9429,0.1,0.0118,0.0211,0
Our MiniLM (98K),domain name registrars,30,0.9509,0.1,0.0353,0.0522,0
Our MiniLM (98K),domain name registrars,50,0.955,0.08,0.0471,0.0593,0
Our MiniLM (98K),domain name registrars,100,0.962,0.05,0.0588,0.0541,10
Our MiniLM (98K),domain name registrars,200,0.969,0.055,0.1294,0.0772,48
Our MiniLM (98K),domain name registrars,500,0.9838,0.088,0.5176,0.1504,277
Our MiniLM (98K),domain name registrars,816,0.9875,0.1017,0.9765,0.1842,719
Our MiniLM (98K),content management systems (CMS),10,0.9476,1.0,0.01,0.0198,0
Our MiniLM (98K),content management systems (CMS),30,0.9503,1.0,0.03,0.0583,1
Our MiniLM (98K),content management systems (CMS),50,0.9525,1.0,0.05,0.0952,1
Our MiniLM (98K),content management systems (CMS),100,0.9583,1.0,0.1,0.1818,4
Our MiniLM (98K),content management systems (CMS),200,0.9653,1.0,0.2,0.3333,27
Our MiniLM (98K),content management systems (CMS),500,0.981,1.0,0.5,0.6667,263
Our MiniLM (98K),content management systems (CMS),816,0.9917,1.0,0.816,0.8987,670
Our MiniLM (98K),e-learning platforms,10,0.9659,1.0,0.01,0.0198,0
Our MiniLM (98K),e-learning platforms,30,0.9721,1.0,0.03,0.0583,2
Our MiniLM (98K),e-learning platforms,50,0.9747,1.0,0.05,0.0952,7
Our MiniLM (98K),e-learning platforms,100,0.9761,1.0,0.1,0.1818,28
Our MiniLM (98K),e-learning platforms,200,0.9812,1.0,0.2,0.3333,72
Our MiniLM (98K),e-learning platforms,500,0.9893,1.0,0.5,0.6667,303
Our MiniLM (98K),e-learning platforms,816,0.9918,0.9963,0.813,0.8954,683
Our MiniLM (98K),online marketing agencies,10,0.7978,0.8,0.008,0.0158,0
Our MiniLM (98K),online marketing agencies,30,0.7047,0.7,0.021,0.0408,0
Our MiniLM (98K),online marketing agencies,50,0.6835,0.68,0.034,0.0648,1
Our MiniLM (98K),online marketing agencies,100,0.6053,0.58,0.058,0.1055,11
Our MiniLM (98K),online marketing agencies,200,0.5976,0.585,0.117,0.195,42
Our MiniLM (98K),online marketing agencies,500,0.5619,0.55,0.275,0.3667,163
Our MiniLM (98K),online marketing agencies,816,0.5099,0.4902,0.4,0.4405,339
Our MiniLM (98K),lead generation companies,10,0.952,0.8,0.0136,0.0267,1
Our MiniLM (98K),lead generation companies,30,0.956,0.8,0.0407,0.0774,2
Our MiniLM (98K),lead generation companies,50,0.96,0.8,0.0678,0.125,6
Our MiniLM (98K),lead generation companies,100,0.9639,0.73,0.1237,0.2116,20
Our MiniLM (98K),lead generation companies,200,0.9679,0.71,0.2407,0.3595,60
Our MiniLM (98K),lead generation companies,500,0.9786,0.694,0.5881,0.6367,298
Our MiniLM (98K),lead generation companies,816,0.9604,0.6005,0.8305,0.697,655
Our MiniLM (98K),market research firms,10,0.9478,1.0,0.01,0.0198,0
Our MiniLM (98K),market research firms,30,0.9574,1.0,0.03,0.0583,2
Our MiniLM (98K),market research firms,50,0.9637,1.0,0.05,0.0952,4
Our MiniLM (98K),market research firms,100,0.9715,1.0,0.1,0.1818,14
Our MiniLM (98K),market research firms,200,0.9783,1.0,0.2,0.3333,59
Our MiniLM (98K),market research firms,500,0.9825,0.994,0.497,0.6627,252
Our MiniLM (98K),market research firms,816,0.9471,0.9436,0.77,0.848,628
Our MiniLM (98K),public relations agencies,10,0.9415,1.0,0.01,0.0198,0
Our MiniLM (98K),public relations agencies,30,0.9592,1.0,0.03,0.0583,8
Our MiniLM (98K),public relations agencies,50,0.9637,1.0,0.05,0.0952,12
Our MiniLM (98K),public relations agencies,100,0.9674,1.0,0.1,0.1818,18
Our MiniLM (98K),public relations agencies,200,0.9738,1.0,0.2,0.3333,51
Our MiniLM (98K),public relations agencies,500,0.9864,1.0,0.5,0.6667,276
Our MiniLM (98K),public relations agencies,816,0.9783,0.9816,0.801,0.8822,660
Our MiniLM (98K),graphic design studios,10,0.9756,1.0,0.01,0.0198,0
Our MiniLM (98K),graphic design studios,30,0.9793,1.0,0.03,0.0583,2
Our MiniLM (98K),graphic design studios,50,0.9808,1.0,0.05,0.0952,2
Our MiniLM (98K),graphic design studios,100,0.976,0.99,0.099,0.18,12
Our MiniLM (98K),graphic design studios,200,0.9707,0.98,0.196,0.3267,46
Our MiniLM (98K),graphic design studios,500,0.9541,0.956,0.478,0.6373,247
Our MiniLM (98K),graphic design studios,816,0.9123,0.9032,0.737,0.8117,598
Our MiniLM (98K),video production companies,10,0.9628,1.0,0.01,0.0198,0
Our MiniLM (98K),video production companies,30,0.971,1.0,0.03,0.0583,1
Our MiniLM (98K),video production companies,50,0.9745,1.0,0.05,0.0952,3
Our MiniLM (98K),video production companies,100,0.9783,1.0,0.1,0.1818,14
Our MiniLM (98K),video production companies,200,0.9834,1.0,0.2,0.3333,53
Our MiniLM (98K),video production companies,500,0.9912,1.0,0.5,0.6667,277
Our MiniLM (98K),video production companies,816,0.9915,0.9951,0.812,0.8943,666
Our MiniLM (98K),translation services,10,0.9607,1.0,0.01,0.0198,0
Our MiniLM (98K),translation services,30,0.9664,1.0,0.03,0.0583,1
Our MiniLM (98K),translation services,50,0.9698,1.0,0.05,0.0952,2
Our MiniLM (98K),translation services,100,0.9743,1.0,0.1,0.1818,9
Our MiniLM (98K),translation services,200,0.9805,1.0,0.2,0.3333,44
Our MiniLM (98K),translation services,500,0.9859,0.996,0.498,0.664,269
Our MiniLM (98K),translation services,816,0.9915,0.9963,0.813,0.8954,663
Our MiniLM (98K),legal technology companies,10,0.9463,1.0,0.01,0.0198,0
Our MiniLM (98K),legal technology companies,30,0.9556,1.0,0.03,0.0583,1
Our MiniLM (98K),legal technology companies,50,0.9627,1.0,0.05,0.0952,2
Our MiniLM (98K),legal technology companies,100,0.9558,0.98,0.098,0.1782,10
Our MiniLM (98K),legal technology companies,200,0.9645,0.985,0.197,0.3283,42
Our MiniLM (98K),legal technology companies,500,0.9811,0.992,0.496,0.6613,283
Our MiniLM (98K),legal technology companies,816,0.983,0.9877,0.806,0.8877,677
Our MiniLM (98K),accounting software providers,10,0.9585,0.9,0.0115,0.0228,0
Our MiniLM (98K),accounting software providers,30,0.9628,0.8667,0.0333,0.0642,1
Our MiniLM (98K),accounting software providers,50,0.9637,0.88,0.0564,0.106,8
Our MiniLM (98K),accounting software providers,100,0.9677,0.85,0.109,0.1932,12
Our MiniLM (98K),accounting software providers,200,0.9506,0.79,0.2026,0.3224,43
Our MiniLM (98K),accounting software providers,500,0.9415,0.786,0.5038,0.6141,271
Our MiniLM (98K),accounting software providers,816,0.9013,0.7267,0.7603,0.7431,612
Our MiniLM (98K),tax preparation services,10,0.9672,1.0,0.01,0.0198,0
Our MiniLM (98K),tax preparation services,30,0.9687,1.0,0.03,0.0583,3
Our MiniLM (98K),tax preparation services,50,0.9703,1.0,0.05,0.0952,6
Our MiniLM (98K),tax preparation services,100,0.9743,1.0,0.1,0.1818,15
Our MiniLM (98K),tax preparation services,200,0.98,1.0,0.2,0.3333,45
Our MiniLM (98K),tax preparation services,500,0.9879,0.998,0.499,0.6653,273
Our MiniLM (98K),tax preparation services,816,0.9877,0.9914,0.809,0.891,678
Our MiniLM (98K),payroll processing companies,10,0.971,1.0,0.01,0.0198,0
Our MiniLM (98K),payroll processing companies,30,0.9731,1.0,0.03,0.0583,8
Our MiniLM (98K),payroll processing companies,50,0.9769,1.0,0.05,0.0952,16
Our MiniLM (98K),payroll processing companies,100,0.9789,1.0,0.1,0.1818,35
Our MiniLM (98K),payroll processing companies,200,0.9823,1.0,0.2,0.3333,86
Our MiniLM (98K),payroll processing companies,500,0.9828,0.992,0.496,0.6613,299
Our MiniLM (98K),payroll processing companies,816,0.9703,0.9706,0.792,0.8722,663
Our MiniLM (98K),financial planning services,10,0.9686,1.0,0.01,0.0198,0
Our MiniLM (98K),financial planning services,30,0.974,1.0,0.03,0.0583,0
Our MiniLM (98K),financial planning services,50,0.963,0.98,0.049,0.0933,3
Our MiniLM (98K),financial planning services,100,0.95,0.96,0.096,0.1745,12
Our MiniLM (98K),financial planning services,200,0.9427,0.95,0.19,0.3167,41
Our MiniLM (98K),financial planning services,500,0.8963,0.89,0.445,0.5933,224
Our MiniLM (98K),financial planning services,816,0.8264,0.8064,0.658,0.7247,542
Our MiniLM (98K),investment management firms,10,0.9565,1.0,0.01,0.0198,0
Our MiniLM (98K),investment management firms,30,0.9588,1.0,0.03,0.0583,1
Our MiniLM (98K),investment management firms,50,0.9342,0.96,0.048,0.0914,3
Our MiniLM (98K),investment management firms,100,0.8999,0.91,0.091,0.1655,18
Our MiniLM (98K),investment management firms,200,0.8535,0.85,0.17,0.2833,50
Our MiniLM (98K),investment management firms,500,0.7252,0.696,0.348,0.464,189
Our MiniLM (98K),investment management firms,816,0.6469,0.6103,0.498,0.5485,424
Our MiniLM (98K),wealth management firms,10,0.8749,0.9,0.009,0.0178,0
Our MiniLM (98K),wealth management firms,30,0.9261,0.9667,0.029,0.0563,3
Our MiniLM (98K),wealth management firms,50,0.9269,0.96,0.048,0.0914,3
Our MiniLM (98K),wealth management firms,100,0.8908,0.9,0.09,0.1636,7
Our MiniLM (98K),wealth management firms,200,0.8863,0.895,0.179,0.2983,34
Our MiniLM (98K),wealth management firms,500,0.8488,0.846,0.423,0.564,204
